,name,artist,api_id,api_name,api_artists
919,Touch Me In The Morning,Diana Ross,4sIkDCqNjTubfb5UVs8lEA,Touch Me In The Morning,Diana Ross
920,Delta Dawn,Helen Reddy,53RGKUb4zvhHaDCmjgUrIP,Delta Dawn,Helen Reddy
921,Me And Mrs. Jones,Billy Paul,6Ro2z4RtAUew9Kz2HZWZUi,Me and Mrs. Jones,Billy Paul
922,Drift Away,Dobie Gray,6hJhVBOnkchxBsDHbLOBJP,Drift Away - Single Version,Dobie Gray
923,You Are The Sunshine Of My Life,Stevie Wonder,44XNXYRY4aSbO6ilcAEY2O,You Are The Sunshine Of My Life,Stevie Wonder
924,Half Breed,Cher,23jaOlnV7vHmly51DPBr35,Half-Breed,Cher
925,Were An American Band,Grand Funk Railroad,3XcjIvaZVUFAIdIYZqY9bd,We're An American Band - Remastered 2002,Grand Funk Railroad
926,"Right Place, Wrong Time",Dr. John,0I2ELF6uHlL4ABu9aFiou7,Right Place Wrong Time,Dr. John
927,Superstition,Stevie Wonder,1h2xVEoJORqrg71HocgqXd,Superstition - Single Version,Stevie Wonder
928,Loves Me Like A Rock,Paul Simon,5F4ksIKmuXEtgBf6SfEQRr,Loves Me Like a Rock,Paul Simon
929,The Morning After,Maureen McGovern,62QRbVm7DqR3eoqgT7pEfs,The Morning After - Single Version,Maureen McGovern
930,Rocky Mountain High,John Denver,1ne9wOtDF2jM6Cm8WBkaER,Rocky Mountain High,John Denver
931,Stuck In The Middle With You,Stealers Wheel,1b7LMtXCXGc2EwOIplI35z,Stuck In The Middle With You,Stealers Wheel
932,Shambala,Three Dog Night,0P6fEgTn3cxLLyYTJYoYGj,Shambala - Single Version,Three Dog Night
933,Love Train,OJays,28285KFbyCq8sJofn58qlD,Love Train,The O'Jays
934,Im Gonna Love You Just A Little More,Barry White,1QR3Wcba5NBidmxEE8DW3w,I'm Gonna Love You Just A Little More Baby,Barry White
935,Keep On Truckin',Eddie Kendricks,5CiOCxc3argOhj5qKNZGN0,Keep On Truckin',Eddie Kendricks
936,Danny's Song,Anne Murray,5lQxMlCMTzCj3j4vyzdl8T,Danny's Song,Anne Murray
937,Diamond Girl,Seals and Crofts,7CQQBWqFfROA5RWyY04ifv,Diamond Girl,Seals and Crofts
938,Give Me Love,George Harrison,4XMRt4xFqLzGs4wDKkSSeu,Give Me Love (Give Me Peace On Earth),George Harrison
939,If You Want Me To Stay,Sly and The Family Stone,2BydLQAh7CUIFvSEqAMc4x,If You Want Me to Stay,Sly & The Family Stone
940,Daddy's Home,Jermaine Jackson,2tux0ui8n2qdHdGpBnkhol,Daddy's Home,Jermaine Jackson
941,Neither One Of Us,Gladys Knight,3QgSJ9CqgLPk9B4xLdwLrS,Neither One Of Us (Wants To Be The First To Say Goodbye),Gladys Knight & The Pips
942,Could It Be I'm Falling In Love,Spinners,5i0urffBRKl09GSX2Jhdeh,Could It Be I'm Falling in Love,The Spinners
943,Daniel,Elton John,1BvJmtaXsqtH438BcDPeBb,Daniel,Elton John
944,Midnight Train To Georgia,Gladys Knight and The Pips,7MF7QAodbGzNYav5ZfIhAY,Midnight Train to Georgia,Gladys Knight & The Pips
945,Smoke On The Water,Deep Purple,5SAUIWdZ04OxYfJFDchC7S,Smoke on the Water,Deep Purple
946,Your Mama Don't Dance,Loggins and Messina,6rxUq1D3nrvJnipbtb1oMG,Your Mama Don't Dance,Loggins & Messina
947,Feelin' Stronger Every Day,Chicago,3hfqqSWS52Vucr4S0mLqUN,Feelin' Stronger Every Day - 2002 Remaster,Chicago
948,Live And Let Die,Wings,0VV8wkOM4w78A2OHZOTzNP,Live And Let Die - 2018 Remaster,Wings
949,I Believe In You,Johnnie Taylor,5ol5vmBHvjrdEXfky3gsQk,I Believe In You (You Believe In Me),Johnnie Taylor
950,Sing,Carpenters,386bIxJPFIr5pVuVQTZIOm,Sing,Carpenters
951,Aint No Woman,Four Tops,6q8NBpF6twALMb86FBpLgQ,Ain't No Woman (Like The One I've Got),Four Tops
952,Higher Ground,Stevie Wonder,0dMd4rilfd6gPbXaLpNYhu,Higher Ground,Stevie Wonder
953,Here I Am,Al Green,20wu6USlvWRghMOvUdfLgE,Here I Am (Come and Take Me),Al Green
954,Superfly,Curtis Mayfield,4XsH9zBWPOCdXoH9ZDdS8r,Superfly,Curtis Mayfield
955,Get Down,Gilbert O'Sullivan,4GjIIjBM20NhaBrvQKkQ5I,Get Down,Gilbert O'Sullivan
956,Reelin' In The Years,Steely Dan,1I7zHEdDx8Ny5RxzYPqsU2,Reelin' In The Years,Steely Dan
957,Yesterday Once More,Carpenters,3wM6RTAnF7IQpMFd7b9ZcL,Yesterday Once More,Carpenters
958,Clair,Gilbert O'Sullivan,1lYJDRaadnotdfcZFp5Izd,Clair,Gilbert O'Sullivan
959,Do It Again,Steely Dan,2BstRQGodshjGpeDGQiNgo,Do It Again,Steely Dan
960,Kodachrome,Paul Simon,3f0U5NaD1bCk8nmKpn2ZJY,Kodachrome,Paul Simon
961,Why Can't We Live Together,Timmy Thomas,722E6CPY8biq4sUnf40u6Y,Why Can't We Live Together,Timmy Thomas
962,So Very Hard To Go,Tower Of Power,55iDwZfpaU7ytsadT7BDVE,So Very Hard to Go,Tower Of Power
963,Rockin' Pneumonia And The Boogie Woogie Flu,Johnny Rivers,20OVbaIrsu70Qab39PsE3X,Rockin' Pneumonia And The Boogie Woogie Flu,Johnny Rivers
964,Ramblin' Man,Allman Brothers,5cfYurP1XKldMBtvBBJiTs,Ramblin' Man,Allman Brothers Band
965,Masterpiece,Temptations,4gAsVttMY36zJUCa7FYoJN,Masterpiece,The Temptations
966,Peaceful,Helen Reddy,1YNCi9tPJffDJHNc6at129,Peaceful,Helen Reddy
967,Funky Worm,Ohio Players,6j6zSLwHRvHpfGCnZ0z55v,Funky Worm,Ohio Players
968,Angie,Rolling Stones,1GcVa4jFySlun4jLSuMhiq,Angie,The Rolling Stones
969,Stir It Up,Johnny Nash,4UvXfxg1ommzERwd6JVIHv,Stir It Up,Johnny Nash
970,Money,Pink Floyd,0vFOzaXqZHahrZp6enQwQb,Money,Pink Floyd
971,Yes We Can Can,Pointer Sisters,7FpGAivMuzzBcnOlHZnouD,Yes We Can Can,The Pointer Sisters
972,Free Ride,Edgar Winter Group,4DhbiXEuV7JxSR0wuqetTa,Free Ride,The Edgar Winter Group
973,Space Oddity,David Bowie,72Z17vmmeQKAg8bptWvpVG,Space Oddity - 2015 Remaster,David Bowie
974,It Never Rains In Southern California,Albert Hammond,6tunhVGD8C05MZNjSVIsjw,It Never Rains in Southern California,Albert Hammond
975,The Twelfth Of Never,Donny Osmond,74NGDmt0oXeXesxoUGASTz,The Twelfth Of Never,Donny Osmond
976,Papa Was A Rolling Stone,Temptations,5Lno0hPhvo7BzXVLQzDIS3,Papa Was A Rolling Stone,The Temptations
977,The Way We Were,Barbra Streisand,1vZTgn4JXWMahR8r99ug5H,The Way We Were,Barbra Streisand
978,Seasons In The Sun,Terry Jacks,0X3d9gx7UDYgcwwkgTeNLR,Seasons in the Sun,Terry Jacks
979,Come And Get Your Love,Redbone,7GVUmCP00eSsqc4tzj1sDD,Come and Get Your Love - Single Version,Redbone
980,Dancing Machine,Jackson 5,0xqb2Euq1PAxKHBA36NUnx,Dancing Machine,The Jackson 5
981,The Loco-Motion,Grand Funk Railroad,0PxYWaGiwWtcuL1VIMiEW4,The Loco-Motion - Remastered 2002,Grand Funk Railroad
982,The Streak,Ray Stevens,3HiIBzaoBkOTLmRYkdsusv,The Streak - 1974 #1Pop; #3Country Billboard Chart Hit,Ray Stevens
983,Bennie And The Jets,Elton John,5Wj1rJnCLpMHdLaxsFtJLs,Bennie And The Jets - Remastered 2014,Elton John
984,One Hell Of A Woman,Mac Davis,7Eq6uD4xcTs4Ddmyv6Ttjs,One Hell Of A Woman,Mac Davis
985,Until You Come Back To Me,Aretha Franklin,3iX0BMs9dX9CsgrHhiB173,Until You Come Back to Me (That's What I'm Gonna Do),Aretha Franklin
986,Jungle Boogie,Kool and The Gang,3K0SJUQNbOkUprTFcwwAKN,Jungle Boogie,Kool & The Gang
987,Midnight At The Oasis,Maria Muldaur,5VBcEJ4mtXTmVEJtc7hx2g,Midnight at the Oasis,Maria Muldaur
988,Show And Tell,Al Wilson,2vhW1OmaZDYi63Da9d8R5o,Show and Tell,Al Wilson
989,Rock On,David Essex,0uPIwcT6OdJ5BAJdYkxVp9,Rock On,David Essex
990,Sunshine On My Shoulders,John Denver,3m8lTUL5GxGUNSaycI77ND,Sunshine On My Shoulders,John Denver
991,Sideshow,Blue Magic,0fopVbPW7N5BK0sOybQCq2,Sideshow,Blue Magic
992,Hooked On A Feeling,Blue Swede,6Ac4NVYYl2U73QiTt11ZKd,Hooked on a Feeling,"Blue Swede,Björn Skifs"
993,Band On The Run,Paul McCartney,0aCwxQS9Okv3683jgntcwA,Band On The Run,"Paul McCartney,Wings"
994,Time In A Bottle,Jim Croce,561F1zqRwGPCTMRsLsXVtL,Time in a Bottle,Jim Croce
995,Annie's Song,John Denver,4J0DbyODwZJcmIAiTSJfMF,Annie's Song,John Denver
996,(Youre) Having My Baby,Paul Anka,5PuAFxKmqG72uKyoo11zpQ,(You're) Having My Baby,"Paul Anka,Odia Coates"
997,Let Me Be There,Olivia Newton-John,5aI3ary3TADn6mG4n18FrK,Let Me Be There (Live),Olivia Newton-John
998,Sundown,Gordon Lightfoot,0SjnBEHZVXgCKvOrpvzL2k,Sundown,Gordon Lightfoot
999,Rock Me Gently,Andy Kim,2qh2VGAOYFXLsMbdATRf6w,Rock Me Gently,Andy Kim
1000,Boogie Down,Eddie Kendricks,4rCzjErgNGgyFCMIKWlBcI,Boogie Down,Eddie Kendricks
1001,You're Sixteen,Ringo Starr,4MAxWahEbzU8m4bD6mSZg9,You're Sixteen (You’re Beautiful And You’re Mine),Ringo Starr
1002,If You Love Me,Olivia Newton-John,659kkKUPzX3KyWiRkL8OS1,If You Love Me (Let Me Know) [Live],Olivia Newton-John
1003,Dark Lady,Cher,16ShgoIW9TtfzUFHOJJIvC,Dark Lady,Cher
1004,Best Thing That Ever Happened To Me,Gladys Knight and The Pips,0bYwN4LqZYLfs9ZEHPXjBC,Best Thing That Ever Happened to Me,Gladys Knight & The Pips
1005,Feel Like Makin' Love,Roberta Flack,7gkboYtvhuXNS4EUwmFPcw,Feel Like Makin' Love,Roberta Flack
1006,Nothing From Nothing,Billy Preston,72PoJMDfdaw9gGECgA9kTZ,Nothing From Nothing,Billy Preston
1007,Rock Your Baby,George McCrae,16KwF7IrKHTVTitUKH58g3,Rock Your Baby,George McCrae
1008,Top Of The World,Carpenters,1Ehdm1PDlKrdfyBsjwEvd1,Top Of The World,Carpenters
1009,The Joker,Steve Miller Band,1bp2IO61zbQrbWNmKKxg3f,The Joker,Steve Miller Band
1010,Ive Got To Use My Imagination,Gladys Knight and The Pips,5r3q5qzU1LoxfORgwuvLCa,I've Got to Use My Imagination,Gladys Knight & The Pips
1011,The Show Must Go On,Three Dog Night,4MD7QeIz9dH9U6WMJxKqfB,The Show Must Go On,Three Dog Night
1012,Rock The Boat,Hues Corporation,7fu3Tv5rcoGD1PZV7s57WW,Rock the Boat,Hues Corporation
1013,Living For The City,Stevie Wonder,1O1mCVN5hue4lOOqd5EysZ,Living For The City,Stevie Wonder
1014,Then Came You,Dionne Warwick,2ARBXxaM4pzXhGpFoZPAg7,Then Came You,Dionne Warwick
1015,The Night Chicago Died,Paper Lace,4f4RRYN3R7glPElFjeoUnC,The Night Chicago Died,Paper Lace
1016,Waterloo,ABBA,0RzhMHIsFMbOGh0oWDvNNK,Waterloo,ABBA
1017,The Air That I Breathe,Hollies,6yLIqXX9edg1x0HZS7cZEv,The Air That I Breathe - 2008 Remaster,The Hollies
1018,Rikki Don't Lose That Number,Steely Dan,18a9EGG4xhRELv7bgAw5hb,Rikki Don't Lose That Number,Steely Dan
1019,Mockingbird,Carly Simon,74UWXHeikO5C3ScEREk42E,Mockingbird,"Carly Simon,James Taylor"
1020,Help Me,Joni Mitchell,0tVzXGFyNPusa1VkHmYDLd,Help Me,Joni Mitchell
1021,You Won't See Me,Anne Murray,22QLjELWmorybFaEvm5pX2,You Won't See Me,Anne Murray
1022,"Never, Never Gonna Give You Up",Barry White,059fPu4PzOnxeyLFeP3D7P,Never Gonna Give You Up,Barry White
1023,You And Me Against The World,Helen Reddy,26WupilYCvGn1OEX2CqKjN,You And Me Against The World,Helen Reddy
1024,Hollywood Swinging,Kool and The Gang,6igsoAR6Co9u7Rq3U7mlOD,Hollywood Swinging,Kool & The Gang
1025,Hang On In There Baby,Johnny Bristol,4RYNJVKgNpwSZguajVfsef,Hang On In There Baby,Johnny Bristol
1026,Eres Tu,Mocedades,08HeIb9BidFjKROf9ptln0,Eres Tú,Mocedades
1027,Takin' Care Of Business,Bachman-Turner Overdrive,0lzNXoZINVBLHWNIxKxWOo,Takin' Care Of Business,Bachman-Turner Overdrive
1028,Radar Love,Golden Earring,4Zau4QvgyxWiWQ5KQrwL43,Radar Love,Golden Earring
1029,Lookin' For A Love,Bobby Womack,2zZuxnCPpUCfJ5STnZC19l,Lookin' For A Love,Bobby Womack
1030,Put Your Hands Together,OJays,57yGqjGKJUIzgKWdIZo9aR,Put Your Hands Together,The O'Jays
1031,On And On,Gladys Knight and The Pips,0qKnbglSUegyNBWCpw3WWo,For Once In My Life,Gladys Knight & The Pips
1032,(Ive Been) Searchin So Long,Chicago,3z9pBucv2HHp1gYaTcQwiI,(I've Been) Searchin' So Long - 2002 Remaster,Chicago
1033,Goodbye Yellow Brick Road,Elton John,4IRHwIZHzlHT1FQpRa5RdE,Goodbye Yellow Brick Road - Remastered 2014,Elton John
1034,Oh My My,Ringo Starr,7GqOrtlqGjt5kFlPK63ErE,Oh My My,Ringo Starr
1035,For The Love Of Money,OJays,3p1JoOEhVkEnTaa4JzTMSk,For the Love of Money,The O'Jays
1036,I Shot The Sheriff,Eric Clapton,0UOxp1BpnD8uPQMKU4wKjz,I Shot The Sheriff,Eric Clapton
1037,Jet,Paul McCartney,2xq2soFR5DYGYZ2c4avHkv,Jet,"Paul McCartney,Wings"
1038,Dont Let The Sun Go Down On Me,Elton John,11FcfHd3SOmmrWJPGe7Y30,Don't Let The Sun Go Down On Me,Elton John
1039,A Love Song,Anne Murray,2ZMVTfvCziy8qzSMgpD8Cz,A Love Song,Anne Murray
1040,"Hello, It's Me",Todd Rundgren,3gHFKiDanj4d2rqgHlRFFc,Hello It's Me,Todd Rundgren
1041,Ill Have To Say I Love You In A Song,Jim Croce,4t8tx6o7oM6Ax66ZUU361y,I'll Have To Say I Love You In A Song,Jim Croce
1042,Trying To Hold On To My Woman,Lamont Dozier,1p6fvUjZpBIR0LLYc90ez1,Trying To Hold On To My Woman,Lamont Dozier
1043,Dont You Worry Bout A Thing,Stevie Wonder,1QvWxgZvTU0w8rlPRE5Zrv,Don't You Worry 'Bout A Thing,Stevie Wonder
1044,Helen Wheels,Paul McCartney,1hl9popG7MdtHyGUEwcspD,Helen Wheels,"Paul McCartney,Wings"
1045,Beach Baby,First Class,3gOsZGaMej7EMVy6VBjxHM,Beach Baby,First Class
1046,I Honestly Love You,Olivia Newton-John,2kCIwSz0JoYQPrT4Ykr1MZ,I Honestly Love You,"Olivia Newton-John,Babyface"
1047,Call On Me,Chicago,5BCPL5mWm6UqI4atl18kVm,Call on Me - 2002 Remaster,Chicago
1048,Mighty Love Pt 1,Spinners,,,
1049,Love Will Keep Us Together,Captain and Tennille,4pCNJwixy2ImFncaPY2yE2,Love Will Keep Us Together,Captain & Tennille
1050,Rhinestone Cowboy,Glen Campbell,0VwTeYNjcl30DyQlt3GPe0,Rhinestone Cowboy,Glen Campbell
1051,Philadelphia Freedom,Elton John,2hl9ONQ7YGgZGYx0OSHvIq,Philadelphia Freedom,Elton John
1052,My Eyes Adored You,Frankie Valli,2yDQVcj26tpi9IUJhw9xDs,My Eyes Adored You,Frankie Valli
1053,Shining Star,"Earth, Wind and Fire",0RgcOUQg4qYAEt9RIdf3oB,Shining Star,"Earth, Wind & Fire"
1054,Fame,David Bowie,1PehfITh0TTRx3LkDdV4h3,Fame - 2016 Remaster,David Bowie
1055,Laughter In The Rain,Neil Sedaka,2ozTcQyZQmm9tSmc4VZfwU,Laughter In The Rain,Neil Sedaka
1056,Thank God I'm A Country Boy,John Denver,69HICMmc6nNLucAx3aJX9M,Thank God I'm a Country Boy,John Denver
1057,Jive Talkin',Bee Gees,4t0Pj3iBnSCZv5pDEPNmzG,"Jive Talkin' - From ""Saturday Night Fever"" Soundtrack",Bee Gees
1058,Lovin' You,Minnie Riperton,4twhYPDyCP6ICeW3TtQVxP,Lovin' You,Minnie Riperton
1059,Kung Fu Fighting,Carl Douglas,40NRm1ZLvZpUSCUXAGGZ8J,Kung Fu Fighting,Carl Douglas
1060,Black Water,Doobie Brothers,4p8QcNkaq2FQj8uGJ7HEDK,Black Water,The Doobie Brothers
1061,At Seventeen,Janis Ian,7wJpqjqk8QbHpCakY1ZacY,At Seventeen - Remastered,Janis Ian
1062,Pick Up The Pieces,Average White Band,2x1LQq8lsUzAA2wNj8yjC9,Pick Up the Pieces,Average White Band
1063,The Hustle,Van McCoy,4wzUmBC4ZrF92IE1hPCTJp,The Hustle - Original Mix,Van McCoy
1064,Lady Marmalade,Labelle,3GGcwG519BTMdvMeFy7meT,Lady Marmalade,Patti LaBelle
1065,Boogie On Reggae Woman,Stevie Wonder,1xTfQiHbhB2Bj2B9dlAojb,Boogie On Reggae Woman,Stevie Wonder
1066,Angie Baby,Helen Reddy,46OZwUIGXFDclUHJYjunOj,Angie Baby,Helen Reddy
1067,Fire,Ohio Players,06xkqQuJzl1ddeK48jG6qa,Fire,Ohio Players
1068,Please Mr. Postman,Carpenters,74jZhGv0fdLaf9q8AZZ15k,Please Mr. Postman,Carpenters
1069,Sister Golden Hair,America,5VSAonaAPhhGn0G7hMYwWK,Sister Golden Hair,America
1070,Lucy In The Sky With Diamonds,Elton John,13JsYnkF16pHKuOFG6uI1C,Lucy In The Sky With Diamonds,Elton John
1071,Mandy,Barry Manilow,6iXQrhhgBisdfvS34EMTZ3,Mandy,Barry Manilow
1072,Have You Never Been Mellow,Olivia Newton-John,5ehVOC0zSdwWqyZlhomJSi,Have You Never Been Mellow,Olivia Newton-John
1073,Could It Be Magic,Barry Manilow,6FDrn47S3Q4s9rhLHm4um0,Could It Be Magic,Barry Manilow
1074,Cat's In The Cradle,Harry Chapin,2obblQ6tcePeOEVJV6nEGD,Cat's in the Cradle,Harry Chapin
1075,Listen To What The Man Said,Wings,0SkpjIqhANcC2QQu8DIuwG,Listen To What The Man Said - Remastered 2014,Wings
1076,Im Not In Love,10cc,5HQEmiV2lKnSO6qa2fsR7x,I'm Not In Love,10cc
1077,I Can Help,Billy Swan,4oW1lGOw5Q5OLvoJv92qoE,I Can Help,Billy Swan
1078,When Will I Be Loved,Linda Ronstadt,5jPPjNMIi1rD6BvQqxhJh5,When Will I Be Loved,Linda Ronstadt
1079,"Youre The First, The Last, My Everything",Barry White,3rqXP37YkEnizabzjM7uIu,"You're The First, The Last, My Everything",Barry White
1080,Please Mr Please,Olivia Newton-John,1lL1jDnZTH60djVb6vKIQj,Please Mr. Please,Olivia Newton-John
1081,Youre No Good,Linda Ronstadt,23DZLSxCK6kM8FF2RlzKDl,You're No Good,Linda Ronstadt
1082,Poetry Man,Phoebe Snow,5uhULfoDgTvz7BeWlqrV4a,Poetry Man,Phoebe Snow
1083,How Long,Ace,4AjKVyNUMdUveKK5OH1OJD,How Long,Ace
1084,That's The Way Of The World,"Earth, Wind and Fire",4BNhasx75KbS10jHq3VZTz,That's the Way of the World,"Earth, Wind & Fire"
1085,Lady,Styx,1wpRglLhQ092N1rftlDMD3,Lady,Styx
1086,Bad Time,Grand Funk,5h2XR7VWvJ7jPhbvCyuYee,Bad Time,Grand Funk Railroad
1087,Only Women Bleed,Alice Cooper,59xDvLlKHcLI0c9CSmzxSN,Only Women Bleed,Alice Cooper
1088,Get Down Tonight,KC and The Sunshine Band,2qVZpGu1v98tvUAutqyAfJ,Get Down Tonight - 2004 Remaster,KC & The Sunshine Band
1089,Feel Like Makin' Love,Bad Company,3KPwt1LBpt1jVSHz8GXERo,Feel like Makin' Love - 2015 Remaster,Bad Company
1090,How Sweet It Is,James Taylor,75Nlnd9AJ4CYrLXgWGsuTF,How Sweet It Is (To Be Loved By You) - 2019 Remaster,James Taylor
1091,Dance With Me,Orleans,2GORop0i2cyx8C0A3JzL44,Dance with Me,Orleans
1092,Cut The Cake,Average White Band,3xbxpWicMrEJWwNhgvMjp6,Cut the Cake - Single Edit,Average White Band
1093,Never Can Say Goodbye,Gloria Gaynor,5gl8I6SZo5BnW7TbLjRcdp,Never Can Say Goodbye - Single Version,Gloria Gaynor
1094,I Don't Like To Sleep Alone,Paul Anka,0kgjL2oRFsV6GSwVNCcQS6,I Don't Like To Sleep Alone,"Paul Anka,Odia Coates"
1095,Some Kind Of Wonderful,Grand Funk,1cU34sZG9kF4FYHCoAD0Ib,Some Kind Of Wonderful - Remastered 1999,Grand Funk Railroad
1096,When Will I See You Again,Three Degrees,02srSkeu2pzybuVr2B9TJm,When Will I See You Again,The Three Degrees
1097,Shoeshine Boy,Eddie Kendricks,1vIsPpjkRBJyFBbYdQNopN,Shoeshine Boy,Eddie Kendricks
1098,Cant Get It Out Of My Head,Electric Light Orchestra,1f94GhohgeVq9SNwyFI691,Can't Get It out of My Head,Electric Light Orchestra
1099,Lonely People,America,5coTcHT7K8O3G97y9T4LOU,Lonely People,America
1100,It Only Takes A Minute,Tavares,5DEy8wVNCdJdAGNsOWxmVQ,It Only Takes A Minute - Remastered,Tavares
1101,Bungle In The Jungle,Jethro Tull,6YA1LnVI98LXUmtMKs3fIk,Bungle in the Jungle,Jethro Tull
1102,Long Tall Glasses,Leo Sayer,3AA2SafseoJo431Pee120g,Long Tall Glasses (I Can Dance) - Remastered,Leo Sayer
1103,Someone Saved My Life Tonight,Elton John,0bLOiofyBB62YU2cNnONJG,Someone Saved My Life Tonight,Elton John
1104,Misty,Ray Stevens,6oamuJZeT7F13iLwACdQ4X,Misty - 1975 #3Country; #14Pop Billboard chart hit,Ray Stevens
1105,Bad Blood,Neil Sedaka,5ABrBYbzepxzcW9pLIWw1j,Bad Blood,Neil Sedaka
1106,Only Yesterday,Carpenters,6pVLgwDRTCORcbn5czge5R,Only Yesterday,Carpenters
1107,Only You,Ringo Starr,42eZC1LaQ3qioZWVLisVT6,Only You (And You Alone),Ringo Starr
1108,Swearin' To God,Frankie Valli,6lU9fLdtauyk0bE2HRHyve,Swearin' to God - Single Version,Frankie Valli
1109,Silly Love Songs,Wings,3uiMBldZ07pW0ySHDX5gzE,Silly Love Songs - Remastered 2014,Wings
1110,Dont Go Breaking My Heart,Elton John,5pKJtX4wBeby9qIfFhyOJj,Don't Go Breaking My Heart,"Elton John,Kiki Dee"
1111,Disco Lady,Johnnie Taylor,1tMyqN7bNCokdg7jWgKPc8,Disco Lady,Johnnie Taylor
1112,Play That Funky Music,Wild Cherry,5uuJruktM9fMdN9Va0DUMl,Play That Funky Music,Wild Cherry
1113,Kiss And Say Goodbye,Manhattans,0rHiGIRASJq8snJGFJMpnI,Kiss and Say Goodbye,The Manhattans
1114,50 Ways To Leave Your Lover,Paul Simon,6Qb7gtV6Q4MnUjSbkFcopl,50 Ways to Leave Your Lover,Paul Simon
1115,Sara Smile,Daryl Hall and John Oates,1qjrYozGqc7upUgfN776lZ,Sara Smile,Daryl Hall & John Oates
1116,I Write The Songs,Barry Manilow,5VU6nvX3BqkqBmOJ2d9vhW,I Write The Songs,Barry Manilow
1117,Love Hangover,Diana Ross,4UqPeeSyRt59KZmC0aA2Ni,Love Hangover,Diana Ross
1118,Get Closer,Seals and Crofts,5Eq0mobXSnyWu1dpE6lSdY,Get Closer,Seals and Crofts
1119,"More, More, More",Andrea True Connection,4hepyFFOO9I7oZCNn3T2sz,"More, More, More",Andrea True Connection
1120,Id Really Love To See You Tonight,England Dan and John Ford Coley,2r008pcfVYc0zgQvSRqUJE,I'd Really Love to See You Tonight,England Dan & John Ford Coley
1121,You Sexy Thing,Hot Chocolate,714hERk9U1W8FMYkoC83CO,You Sexy Thing,Hot Chocolate
1122,Love Hurts,Nazareth,1i5oEx2vFczQ2sCY3c6Kn5,Love Hurts,Nazareth
1123,Shake Shake Shake Shake Your Booty,KC and The Sunshine Band,3Is0Nnz59rzbNZE491URlY,"(Shake, Shake, Shake) Shake Your Booty",KC & The Sunshine Band
1124,Sweet Love,Commodores,7zqguUyS3LQxAdL8rRgXx2,Sweet Love,Commodores
1125,Right Back Where We Started From,Maxine Nightingale,00s8dO3RWrFkBqC9JIy6ag,Right Back Where We Started From,Maxine Nightingale
1126,Love Rollercoaster,Ohio Players,1hRDHWWealh2Pk3fnpIe75,Love Rollercoaster,Ohio Players
1127,You Should Be Dancing,Bee Gees,2xiOdusRnZezQok1RgLNeS,"You Should Be Dancing - Edit / From ""Saturday Night Fever"" Soundtrack",Bee Gees
1128,Youll Never Find Another Love Like Mine,Lou Rawls,6OylYIXrIH2E3hgg7Dqz5M,You'll Never Find Another Love Like Mine,Lou Rawls
1129,Golden Years,David Bowie,4JRem7xHp2l0kmUvt9zCKu,Golden Years - 2016 Remaster,David Bowie
1130,Only Sixteen,Dr. Hook,7c52LVpkxq3dzMEkDWiQyw,Only Sixteen,Dr. Hook
1131,Let Your Love Flow,Bellamy Brothers,064SVQsmWl5EF0zahmzkQk,Let Your Love Flow,The Bellamy Brothers
1132,Turn The Beat Around,Vicki Sue Robinson,2TziLOnBMT8kDVo2LA1X6t,Turn the Beat Around,Vicki Sue Robinson
1133,All By Myself,Eric Carmen,0AQqrtK1pULuwZUXhwaaDz,All By Myself,Eric Carmen
1134,A Little Bit More,Dr. Hook,1cZDaD6naKnblBB1CQ7lVf,A Little Bit More - Re-Recorded Version,"Dr. Hook,Ray Sawyer"
1135,If You Leave Me Now,Chicago,0KMGxYKeUzK9wc5DZCt3HT,If You Leave Me Now,Chicago
1136,Lowdown,Boz Scaggs,0nlZjTPzW6S9JIESuGfImT,Lowdown,Boz Scaggs
1137,Show Me The Way,Peter Frampton,6BD1X1PeV5UzYUdiVaD2yL,Show Me The Way,Peter Frampton
1138,Dream On,Aerosmith,5MxNLUsfh7uzROypsoO5qe,Dream On,Aerosmith
1139,I Love Music,OJays,222TScMmzaZ0IdkvbLoin2,I Love Music,The O'Jays
1140,Say You Love Me,Fleetwood Mac,6lrQo6KAYvb92MGk6ZuZlt,Say You Love Me,Fleetwood Mac
1141,Times Of Your Life,Paul Anka,3AdX0KdVoMBqe82b19rWAU,Times Of Your Life,Paul Anka
1142,Devil Woman,Cliff Richard,2oRn0QuaWQ1hragGQ7XZ9s,Devil Woman,Cliff Richard
1143,Fooled Around And Fell In Love,Elvin Bishop,2hE5Lm5XOHR4t3xlhIFauP,Fooled Around And Fell In Love,Elvin Bishop
1144,Welcome Back,John Sebastian,2pS6zWWQCpO0IVEBIbzJh8,"Welcome Back (Theme from Welcome Back, Kotter)",John Sebastian
1145,Sing A Song,"Earth, Wind and Fire",5W5FVsgGCe3T9nIMkiXqNo,Sing a Song,"Earth, Wind & Fire"
1146,Heaven Must Be Missing An Angel,Tavares,3ad1MVf3CUFCWW1EyMc9kk,Heaven Must Be Missing An Angel - Pt. 1,Tavares
1147,Shop Around,Captain and Tennille,3maAFCOtAdJElV8gdU5GG4,Shop Around,Captain & Tennille
1148,Saturday Night,Bay City Rollers,78zYiMv9yNTHgmm6kaUPCm,Saturday Night,Bay City Rollers
1149,Island Girl,Elton John,2u3UJ9KyduTnbi9yUVGYfW,Island Girl,Elton John
