,name,artist,api_id,api_name,api_artists
2247,Fading Like A Flower,Roxette,7qSd3WHSPUtmt6c36pwJaY,Fading Like A Flower (Every Time You Leave),Roxette
2248,Hole Hearted,Extreme,1cItNpcJskTVETprljc7HV,Hole Hearted,Extreme
2249,Impulsive,Wilson Phillips,2lxfnTyWxW381PXDm9Mg77,Impulsive,Wilson Phillips
2250,Love Is A Wonderful Thing,Michael Bolton,2LCIRBYUBMFy9hL81qthi1,Love Is a Wonderful Thing,Michael Bolton
2251,Rhythm Of My Heart,Rod Stewart,6pceknxOgA22HKs99yPEm1,Rhythm of My Heart,Rod Stewart
2252,I Touch Myself,Divinyls,6oNvmplQGUkmAh441Teows,I Touch Myself,Divinyls
2253,Something To Talk About,Bonnie Raitt,6Ceejf3zBXvAhIY9DbP1Pr,Something To Talk About,Bonnie Raitt
2254,After The Rain,Nelson,3VWGHiQO7fArciqoKB2DSx,After The Rain - Remastered 2017,Nelson
2255,Play That Funky Music,Vanilla Ice,1Ezs8eYxuZjhlgyoI1Bo76,Play That Funky Music,Vanilla Ice
2256,Cant Stop This Thing We Started,Bryan Adams,753VOnELPOptUFMm7H10Vc,Can't Stop This Thing We Started,Bryan Adams
2257,3 AM Eternal,KLF,0ldLTYuqnHU92weLtw6W9m,3AM Eternal - Live at the S.S.L.,The KLF
2258,"Time, Love And Tenderness",Michael Bolton,3efqNhyZjnIX2Pnu4Jx8dq,"Time, Love and Tenderness",Michael Bolton
2259,Around The Way Girl,LL Cool J,6jL1SnyXcXiKOmw4M2RnmT,Around The Way Girl,LL Cool J
2260,Show Me The Way,Styx,2upjcGvuiTCGSaGPZZ2dtD,Show Me The Way,Styx
2261,Love Takes Time,Mariah Carey,48l7PNpT2fBoT4cdLW6EzP,Love Takes Time,Mariah Carey
2262,Cry For Help,Rick Astley,02mYS2yrqvRj5Yx8kexNWN,Cry for Help - Single Edit,Rick Astley
2263,The Way You Do The Things You Do,UB40,6ozp716QFraV8OrewK6ln4,The Way You Do The Things You Do,UB40
2264,Here I Am,UB40,6YR2MkzMhojHBmW1TbXtZO,Here I Am (Come And Take Me),UB40
2265,Signs,Tesla,0lyNsWWnut97Jm8aDnn3Us,Signs - Live At The Trocadero / 1990,Tesla
2266,Ill Give All My Love To You,Keith Sweat,4L9VA69sfZKK5HAs5zP22I,I'll Give All My Love to You,Keith Sweat
2267,Place In This World,Michael W. Smith,0PKTBeN87JYJ1mRzrq5Aog,Place In This World,Michael W. Smith
2268,Something To Believe In,Poison,7pUYjnFTXMs0mFWsE9epqV,Something To Believe In - Remastered,Poison
2269,Wicked Game,Chris Issak,390AWnOn2rfe9FzQjYmxIH,Wicked Game,Chris Isaak
2270,Get Here,Oleta Adams,1KT3ndndHOGXePgC4o0Jq9,Get Here,Oleta Adams
2271,Round And Round,Tevin Campbell,7mjTuZkE1XkJnco5bVsZCf,Round and Round - Soul Mix Edit,Tevin Campbell
2272,Silent Lucidity,Queensryche,6OSyCAmXT4Gkd3OQ2aPOaF,Silent Lucidity - Remastered 2003,Queensrÿche
2273,Real Real Real,Jesus Jones,5gbPzqSC9MFfkeM3L06Imy,Real Real Real,Jesus Jones
2274,Everybody Plays The Fool,Aaron Neville,6VthESmOYTaHBh1g0pacba,Everybody Plays The Fool,Aaron Neville
2275,Disappear,INXS,02mQcDoU5cn15U6tqZmL4e,Disappear,INXS
2276,Groove Is In The Heart,Deee-Lite,2UVLuddklEVak5PXgC7baA,Groove Is in the Heart,Deee-Lite
2277,The One And Only,Chesney Hawkes,69Tyiih00ZZKboHFnXp0VF,The One and Only,Chesney Hawkes
2278,O.P.P.,Naughty By Nature,3voxsfqnGr9V74jkkzPhXC,O.P.P,Naughty By Nature
2279,Freedom 90,George Michael,3tyTt5pEWblt96j1HsXiV5,Freedom! '90 - Remastered,George Michael
2280,Do You Want Me,Salt-N-Pepa,2iXqaccRqW6vqvqqBgOuug,Do You Want Me,Salt-N-Pepa
2281,The Motown Song,Rod Stewart,53Ttk5sOEtlJvOZmv16aQn,The Motown Song (with The Temptations) - 2008 Remaster,Rod Stewart
2282,End Of The Road,Boyz II Men,3l3xTXsUXeWlkPqzMs7mPD,End Of The Road,Boyz II Men
2283,Baby Got Back,Sir Mix-a-Lot,1SAkL1mYNJlaqnBQxVZrRl,Baby Got Back,Sir Mix-A-Lot
2284,Jump,Kris Kross,27AHAtAirQapVldIm4c9ZX,Jump,Kris Kross
2285,Tears In Heaven,Eric Clapton,612VcBshQcy4mpB2utGc3H,"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton
2286,My Lovin',En Vogue,3R97rNX7JnmshCWBwOSFet,My Lovin' (You're Never Gonna Get It),En Vogue
2287,Under The Bridge,Red Hot Chili Peppers,3d9DChrdc6BOeFsbrZ3Is0,Under the Bridge,Red Hot Chili Peppers
2288,Just Another Day,Jon Secada,5AoBNJQDXXEnIJGjJjZu3y,Just Another Day,Jon Secada
2289,I Love Your Smile,Shanice,5BE3DOk0C26VCMxxT84bec,I Love Your Smile,Shanice
2290,To Be With You,Mr. Big,3Mmt6Xk0H6VR92PEp6x3hP,To Be With You - 2010 Remastered Version,Mr. Big
2291,Im Too Sexy,Right Said Fred,2WElktskrNJEwgpp5Vouxk,I'm Too Sexy,Right Said Fred
2292,Black Or White,Michael Jackson,2Cy7QY8HPLk925AyNAt6OG,Black or White - Single Version,Michael Jackson
2293,Achy Breaky Heart,Billy Ray Cyrus,2EoIt9vdgFRNW03u5IvFsQ,Achy Breaky Heart,Billy Ray Cyrus
2294,Ill Be There,Mariah Carey,5jI2ApByK8KJeWVU39oRO4,"I'll Be There (feat. Trey Lorenz) - Live at MTV Unplugged, Kaufman Astoria StuLive at MTV Unplugged, Kaufman Astoria Studios, New York - March 1992dios, New York - March 1992","Mariah Carey,Trey Lorenz"
2295,November Rain,Guns N' Roses,3YRCqOhFifThpSRFJ1VWFM,November Rain,Guns N' Roses
2296,Life Is A Highway,Tom Cochrane,0hKF8N8aflF1uDzEEnPr2j,Life Is A Highway,Tom Cochrane
2297,Remember The Time,Michael Jackson,4jnFqNWeJCeCRHc4HCdxfd,Remember the Time,Michael Jackson
2298,Finally,CeCe Peniston,0uqvSVhGgQTIdj9G51vhvv,Finally,CeCe Peniston
2299,This Used To Be My Playground,Madonna,637V2ymBt4Ljlbz4EmRys8,This Used to Be My Playground,Madonna
2300,Cant Let Go,Mariah Carey,0ikbcCJIJaY9sKEivAXJ4I,Can't Let Go,Mariah Carey
2301,Jump Around,House Of Pain,3TZwjdclvWt7iPJUnMpgcs,Jump Around,House Of Pain
2302,Dont Let The Sun Go Down On Me,George Michael,0q90594hk25yo0xZmBTqCd,Don't Let the Sun Go Down on Me,"George Michael,Elton John"
2303,Masterpiece,Atlantic Starr,2sm3HfTCt3O6R6qUc5f6xb,Masterpiece,Atlantic Starr
2304,If You Asked Me To,Celine Dion,6vubJBI43jIr557lvNbzlH,If You Asked Me To,Céline Dion
2305,Giving Him Something He Can Feel,En Vogue,4htbAEZWr53J08x3dUv00W,Giving Him Something He Can Feel,En Vogue
2306,Smells Like Teen Spirit,Nirvana,5ghIJDpPoe3CfHMGu71E6T,Smells Like Teen Spirit,Nirvana
2307,Humpin' Around,Bobby Brown,36tOpYpo1omPwIab8ebEkW,Humpin' Around,Bobby Brown
2308,Damn I Wish I Was Your Lover,Sophie B. Hawkins,7kmfQ2QHwGqRCxVHDv5mzo,Damn I Wish I Was Your Lover,Sophie B. Hawkins
2309,It's So Hard To Say Goodbye To Yesterday,Boyz II Men,264JdkdtNRAGL4M4PnDYHC,It's So Hard To Say Goodbye To Yesterday,Boyz II Men
2310,Move This,Technotronic,0PAGmTNpVASXq2tegMxSOs,Move This (Shake That Body),Technotronic
2311,Tennessee,Arrested Development,1aaoIHFT9UqhlaEwLAhh00,Tennessee,Arrested Development
2312,The Best Things In Life Are Free,Luther Vandross,5nvYnwbX1Gb60mpX7m8P01,The Best Things in Life Are Free,Superstar
2313,Make It Happen,Mariah Carey,5UVcgBRW78CCcKCopEGAST,Make It Happen,Mariah Carey
2314,The One,Elton John,2KZJJ1rhRVmXM4lwW4OLo9,Don't Let The Sun Go Down On Me - Live At Wembley Arena / 1991,"Elton John,George Michael"
2315,Set Adrift On Memory Bliss,P.M. Dawn,3rcNGUOJ0mPOUcAFUlEyT3,Set Adrift on Memory Bliss (Re-Recorded),P.M. Dawn
2316,Stay,Shakespear's Sister,6Mcoqi1iK28djC2EClVwDj,Stay,Shakespears Sister
2317,Breakin' My Heart,Mint Condition,18sytW2s53Of6NVudQyUlH,Breakin' My Heart (Pretty Brown Eyes),Mint Condition
2318,Id Die Without You,P.M. Dawn,5MAWGXxVxFNig7swSJUTP5,I'd Die Without You,P.M. Dawn
2319,Good For Me,Amy Grant,2GwDKcTJlvoRDaJXkA7ULJ,Good For Me,Amy Grant
2320,When A Man Loves A Woman,Michael Bolton,3ascnOSOR5MX901ylGuhcl,When a Man Loves a Woman,Michael Bolton
2321,Hazard,Richard Marx,1ntKYuqLlmV3sTZoNyeHhM,Hazard,Richard Marx
2322,Mysterious Ways,U2,50JK22El2PTIzZBU2liLDI,Mysterious Ways,U2
2323,Too Funky,George Michael,4KjPPpRbthW8dSNdisR2Wi,Too Funky - Single Edit,George Michael
2324,How Do You Talk To An Angel,Heights,2QVHmiFTjFsHyxONRdbkcq,How Do You Talk To An Angel?,The Heights
2325,One,U2,3G69vJMWsX6ZohTykad2AU,One,U2
2326,Keep On Walkin',CeCe Peniston,5Rg4i5SEzUXAiztaIwG3Qd,Keep On Walkin',CeCe Peniston
2327,Warm It Up,Kris Kross,4Gv46S98aguDKuKTrbRBus,Warm It Up,Kris Kross
2328,In The Closet,Michael Jackson,5Fy40smNxk0j5OpFMtvfaU,In the Closet,Michael Jackson
2329,People Everyday,Arrested Development,5thts3213xwSroRd11fv5A,People Everyday,Arrested Development
2330,Wildside,Marky Mark And The Funky Bunch,2U25Ne3teRZLF1wsRnjcfW,Wildside,Marky Mark And The Funky Bunch
2331,Do I Have To Say The Words?,Bryan Adams,2jstyP5wqWuPfH8GCRUrwr,Do I Have To Say The Words?,Bryan Adams
2332,Blowing Kisses In The Wind,Paula Abdul,1uhsVQi7IADIxZXN1xJnk5,Blowing Kisses In The Wind,Paula Abdul
2333,Thought I'd Died And Gone To Heaven,Bryan Adams,68Qv4S2uJ0nLvdtWPrlOVt,Thought I'd Died And Gone To Heaven,Bryan Adams
2334,Missing You Now,Michael Bolton,7ho5FKdNqmmbCpXYcyDH8c,Missing You Now (feat. Kenny G),"Michael Bolton,Kenny G"
2335,Back To The Hotel,N2Deep,47ukoPgAExwBp64F2gQlv2,Back To The Hotel,N2DEEP
2336,Take This Heart,Richard Marx,1aHCn2d62m0Gghu0nLeaw3,Take This Heart,Richard Marx
2337,When I Look Into Your Eyes,Firehouse,1yJWqYYDQge60nZKdLyiZU,When I Look Into Your Eyes,Firehouse
2338,I Wanna Love You,Jade,2BDRHFw5170t2kRHD3uEMU,I Wanna Love You,Jade
2339,Uhh Ahh,Boyz II Men,0MrD47wtvAu6igsy8vqUzN,Uhh Ahh,Boyz II Men
2340,Real Love,Mary J. Blige,3XG801WWhqC753dekEBkMt,Real Love,Mary J. Blige
2341,Justified And Ancient,KLF,7E81YAfHOaSlnevLjKMghT,Justified & Ancient,The KLF
2342,That's What Love Is For,Amy Grant,367dmPOxuMP8FsrZHenNnq,That's What Love Is For,Amy Grant
2343,Keep Coming Back,Richard Marx,0GMFC1osUTm2qKycgHdwWD,Keep Coming Back,Richard Marx
2344,Free Your Mind,En Vogue,2vG1yrWSMiL6egg6w4e9ma,Free Your Mind,En Vogue
2345,Keep It Comin',Keith Sweat,5DcIkTnThkzh1fTnF6juFx,Keep It Comin',Keith Sweat
2346,Just Take My Heart,Mr. Big,7mqqMOgnRE50GOJFPxRF8x,Just Take My Heart - 2010 Remastered Version,Mr. Big
2347,I Will Remember You,Amy Grant,76crWZqaiFzlTPGzNtT4w1,I Will Remember You,Amy Grant
2348,We Got A Love Thang,CeCe Peniston,1Z1BvDuDYOaQaQtoeCDSuA,We Got A Love Thang,CeCe Peniston
2349,Let's Get Rocked,Def Leppard,0LoH6lFQLNscy3RyljAewK,Let's Get Rocked,Def Leppard
2350,They Want EFX,Das EFX,3HCzj965m8Fz2E8wZkir6q,They Want EFX,Das EFX
2351,I Can't Make You Love Me,Bonnie Raitt,69uJi5QsBtqlYkGURTBli8,I Can't Make You Love Me,Bonnie Raitt
2352,I Will Always Love You,Whitney Houston,4eHbdreAnSOrDDsFfc4Fpm,I Will Always Love You,Whitney Houston
2353,Cant Help Falling In Love,UB40,7ojJ4XvqBhBcteM0zjMebT,(I Can't Help) Falling In Love With You,UB40
2354,That's The Way Love Goes,Janet Jackson,29rQJydAlO0uMyWvRIZxQg,That's The Way Love Goes,Janet Jackson
2355,Weak,SWV,71EHOyEOhNx1SzTebRRyng,Weak,SWV
2356,If I Ever Fall In Love,Shai,1jCsCYgzQQHk3bDJDuFbNi,If I Ever Fall In Love,Shai
2357,Dreamlover,Mariah Carey,6HcQZfMrw3KwGyzrKw1Pjy,Dreamlover,Mariah Carey
2358,Rump Shaker,Wreckx-N-Effect,4dY4JVC0Q9CwpeZ6JAclIc,Rump Shaker,Wreckx-N-Effect
2359,Informer,Snow,2LjiPAQOVazT8sRyXL3XRs,Informer,Snow
2360,"Nuthin' But A ""G"" Thang",Dr. Dre,4YtoipFgf4k0AfD17ZfD5X,"Nuthin' But A ""G"" Thang","Dr. Dre,Snoop Dogg"
2361,In The Still Of The Nite,Boyz II Men,2tbSiDmrerPi24rEIBwtkh,In The Still Of The Nite (I'll Remember),Boyz II Men
2362,Dont Walk Away,Jade,7tsRp7QKUBp6hc9bth0h7x,Don't Walk Away,Jade
2363,Lately,Jodeci,4BSuhcM6fMWILQqhINH1Mm,Lately - Live From Uptown MTV Unplugged/1993/Edit,Jodeci
2364,Show Me Love,Robin S.,4t0UsYzmmmZRMTWn77jiGF,Show Me Love,Robin S
2365,A Whole New World,Peabo Bryson,4tS8xQfyPGc7f4lJ1JP6BX,A Whole New World (Aladdin's Theme),"Peabo Bryson,Regina Belle"
2366,If,Janet Jackson,0t414ewhjcIiuPVF3QECz2,If,Janet Jackson
2367,Im So Into You,SWV,5A0aUvnfAEcmUx3hoXjI8R,I'm So Into You,SWV
2368,Runaway Train,Soul Asylum,3TW48DvQ7ChwY1Yy1tkMaP,Runaway Train,Soul Asylum
2369,The River Of Dreams,Billy Joel,30qVCFYKBtAENjTIBA8FPZ,The River of Dreams,Billy Joel
2370,Two Princes,Spin Doctors,4ePP9So5xRzspjLFVVbj90,Two Princes,Spin Doctors
2371,I Have Nothing,Whitney Houston,31er9IGsfFbwqy1pH4aiTP,I Have Nothing,Whitney Houston
2372,Mr. Wendal,Arrested Development,5DOYik1z3Of1wAFfY3dYbC,Mr. Wendal,Arrested Development
2373,Have I Told You Lately,Rod Stewart,6mIY6O7uNGgVqOoX70UAYh,Have I Told You Lately - 2008 Remaster,Rod Stewart
2374,Saving Forever For You,Shanice,6pVU9bk1Tvbqlq719vJooz,Saving Forever for You,Shanice
2375,Id Do Anything For Love,Meat Loaf,391CwgcBxvUHmEKda2b5In,I'd Do Anything For Love (But I Won't Do That) - Single Edit,Meat Loaf
2376,Slam,Onyx,0W2mz7mvaBaEsC4rmoRNPn,Slam,Onyx
2377,Looking Through Patient Eyes,P.M. Dawn,5XT320MZDtmX9Qz4wq0tD8,Looking Through Patient Eyes,P.M. Dawn
2378,Im Every Woman,Whitney Houston,2eHj0klWkwRQuIrNlPpCPa,I'm Every Woman,Whitney Houston
2379,Baby I'm Yours,Shai,3xSu3S8v206qwhob9N2LGJ,Baby I'm Yours,Shai
2380,I Don't Wanna Fight,Tina Turner,7D3D5J2OsOL843HLUehwCm,I Don't Wanna Fight (Single Edit) - Radio Edit,Tina Turner
2381,Id Die Without You,P.M. Dawn,5MAWGXxVxFNig7swSJUTP5,I'd Die Without You,P.M. Dawn
2382,Hip Hop Hooray,Naughty By Nature,1w29UTa5uUvIri2tWtZ12Y,Hip Hop Hooray,Naughty By Nature
2383,Another Sad Love Song,Toni Braxton,70iDnqYvxCPl3mPd3ddxgD,Another Sad Love Song,Toni Braxton
2384,Will You Be There,Michael Jackson,1igW25R8lnb5ze9GWbuVsl,Will You Be There,"Michael Jackson,Cleveland Orchestra"
2385,Good Enough,Bobby Brown,3WFQ6pEp1BRXrDKQ825ze7,Good Enough,Bobby Brown
2386,What's Up,4 Non Blondes,0jWgAnTrNZmOGmqgvHhZEm,What's Up?,4 Non Blondes
2387,All That She Wants,Ace Of Base,6kWJvPfC4DgUpRsXKNa9z9,All That She Wants,Ace of Base
2388,Dre Day,Dr. Dre,04fX3oTJm5Zucg3Uf9aix0,Fuck Wit Dre Day (And Everybody's Celebratin'),Dr. Dre
2389,One Last Cry,Brian McKnight,3l9OCOG3Vt6c2lxeMyGSIY,One Last Cry,Brian McKnight
2390,Just Kickin' It,Xscape,51RvCRzeTqoQgdOBgcpHtT,Just Kickin' It,Xscape
2391,I Get Around,2Pac,4voEoczU7Ijborps9XF1n3,I Get Around,"2Pac,Digital Underground"
2392,Bed Of Roses,Bon Jovi,6rgkm6BQNf4kFw5bg02Nnc,Bed Of Roses,Bon Jovi
2393,Real Love,Mary J. Blige,3XG801WWhqC753dekEBkMt,Real Love,Mary J. Blige
2394,Cryin',Aerosmith,6tNcMaC3YgCMW1Rxdrmvo1,Cryin',Aerosmith
2395,Hey Mr. D.J.,Zhane,7tklytz84iS8vnUJrBRSVj,Hey Mr. D.J. - Original Mix - Edit,Zhané
2396,Insane In The Brain,Cypress Hill,1oTHteQbmJw15rPxPVXUTv,Insane in the Brain,Cypress Hill
2397,Deeper And Deeper,Madonna,6KU8g98m1tcrUXRNjPQeOI,Deeper and Deeper,Madonna
2398,Rain,Madonna,3b3PnE1ROIZzILjmCGjVib,Rain,Madonna
2399,Bad Boys,Inner Circle,0qeKzbUsW0V4ZWRJrHNiD3,Bad Boys (Theme from COPS),Inner Circle
2400,Do You Believe In Us,Jon Secada,3u5e3ovyvQLoauwUzWezvX,Do You Believe In Us,Jon Secada
2401,Angel,Jon Secada,543d68hZ4dzVePFfdVc0Ki,Angel,Jon Secada
2402,Again,Janet Jackson,1GrikfH0jDejDvrxo84n4P,Together Again,Janet Jackson
2403,When She Cries,Restless Heart,61EQfJXizp4MIpLYWyLoQI,When She Cries,Restless Heart
2404,Sweat,Inner Circle,1SssFw74DdHVjRa6ADggdD,Sweat (A La La La La Long),Inner Circle
2405,It Was A Good Day,Ice Cube,2qOm7ukLyHUXWyR4ZWLwxA,It Was A Good Day,Ice Cube
2406,More And More,Captain Hollywood Project,0JXXm3RqxU8EKzX4P8M0n3,More And More - Single Version,Captain Hollywood Project
2407,How Do You Talk To An Angel,Heights,2QVHmiFTjFsHyxONRdbkcq,How Do You Talk To An Angel?,The Heights
2408,Rebirth Of Slick,Digable Planets,26q6YTrXt9l8qshIveiTX9,Rebirth Of Slick (Cool Like Dat),Digable Planets
2409,What Is Love,Haddaway,2IHaGyfxNoFPLJnaEg4GTs,"What Is Love - 7"" Mix",Haddaway
2410,To Love Somebody,Michael Bolton,4ye6YRG07XMpZZ9Y9tNTt6,To Love Somebody,Michael Bolton
2411,"Give It Up, Turn It Loose",En Vogue,61vIGLnOsYaydUUKfJ9XC5,"Give It Up, Turn It Loose",En Vogue
2412,Alright,Kris Kross,3uGjLZ5abCyCfYXBVfpf8X,Alright,Kris Kross
2413,Check Yo Self,Ice Cube,3NGT0Td7H4Is1qrlDQJxma,Check Yo Self - Remix,"Ice Cube,Das EFX"
2414,Faithful,Go West,6lP1Tmf5VdZYviohSQoMiH,Faithful,Go West
2415,Reason To Believe,Rod Stewart,3rGuoVKM5CwEo7eHyeXYIB,(Find A) Reason To Believe,Rod Stewart
2416,Break It Down Again,Tears For Fears,15kc3DJyYixeEEq5kRRrOm,Break It Down Again,Tears For Fears
2417,Livin' On The Edge,Aerosmith,4avSaixVwu8uqfSs7zgoj3,Livin' On The Edge,Aerosmith
2418,Hey Jealousy,Gin Blossoms,4o7ZPI2fmEi3piRe0Hrfpy,Hey Jealousy,Gin Blossoms
2419,One Woman,Jade,5MBMzIFuTZZLDU5Fyku3bq,One Woman,Jade
2420,Cant Get Enough Of Your Love,Taylor Dayne,39owLj3gqY7XN41PC1WO6Q,Can't Get Enough of Your Love,Taylor Dayne
2421,Two Steps Behind,Def Leppard,0hJnqEmo8DeMmRhh6mwAof,Two Steps Behind - String / Acoustic Version,Def Leppard
2422,The Sign,Ace Of Base,0hrBpAOgrt8RXigk83LLNE,The Sign,Ace of Base
2423,Ill Make Love To You,Boyz II Men,61sQYdFNS6sEBYCyr1q5gn,I'll Make Love To You,Boyz II Men
2424,The Power Of Love,Celine Dion,5kK1Iru9ogP3Iy1zsANU1n,The Power of Love,Céline Dion
2425,Hero,Mariah Carey,4FCb4CUbFCMNRkI6lYc1zI,Hero,Mariah Carey
2426,Stay,Lisa Loeb,00U1MDChdOTxWwtKoOoBXE,Stay (I Missed You),Lisa Loeb
2427,Breathe Again,Toni Braxton,1xFliXOpcu7E89AsDAZ7JV,Breathe Again,Toni Braxton
2428,All For Love,Bryan Adams Rod Stewart and Sting,0Hy5yl3PdW3M1PpP3GZcQn,"All For Love - (Instrumental Version - Sax) [In The Style Of Bryan Adams, Rod Stewart And Sting] {From Three Musketeers}",The Versionarys
2429,All That She Wants,Ace Of Base,6kWJvPfC4DgUpRsXKNa9z9,All That She Wants,Ace of Base
2430,Dont Turn Around,Ace Of Base,4SYMibQ93bfzOk6uzkF0dO,Don't Turn Around,Ace of Base
2431,Bump N' Grind,R. Kelly,0DBIL8arX0Zo6eAuxNIpik,Bump n' Grind,R. Kelly
2432,Again,Janet Jackson,1GrikfH0jDejDvrxo84n4P,Together Again,Janet Jackson
2433,Ill Remember,Madonna,00U0pedRUMEzREpyRqbVT6,I'll Remember (Theme from the Motion Picture With Honors),Madonna
2434,Whatta Man,Salt-N-Pepa,7sJN693sYKEIEMu7fc5VnJ,Whatta Man,"Salt-N-Pepa,En Vogue"
2435,Wild Night,John Mellencamp,6opIwpImZYdxNgG4wpDxED,Wild Night,"John Mellencamp,Meshell Ndegeocello"
2436,You Mean The World To Me,Toni Braxton,1d0GYRpnCb0XNQcQdKhfKL,You Mean the World to Me,Toni Braxton
2437,Can You Feel The Love Tonight,Elton John,67HKtdqchK0rmODxsBeWT8,Can You Feel The Love Tonight,Elton John
2438,Fantastic Voyage,Coolio,3QlTzofanSqDWywxEzGGE2,Fantastic Voyage,Coolio
2439,Baby I Love Your Way,Big Mountain,1Rvl8qsKJurfFTyWLBI9ib,"Baby, I Love Your Way","Big Mountain,Tom Lord-Alge"
2440,Regulate,Warren G,7nYvUtkQMx1v80S2FH2s9J,Regulate,"Warren G,Nate Dogg"
2441,If You Go,Jon Secada,3b2JWlZ020qGdaDtcO7Gyy,If You Go,Jon Secada
2442,Back and Forth,Aaliyah,45wneA2j0Z0WMnYNDO6Ad0,Back & Forth,Aaliyah
2443,Now And Forever,Richard Marx,2V2pxcEfn5zs79sE7qcewA,Now And Forever,Richard Marx
2444,When Can I See You,Babyface,2zItQNJrVrTioXTXWiI2ed,When Can I See You,Babyface
2445,Please Forgive Me,Bryan Adams,1HDaENkQhUMm16pjdxZvHn,Please Forgive Me,Bryan Adams
2446,Shoop,Salt-N-Pepa,0Pu71wxadDlB8fJXfjIjeJ,Shoop,Salt-N-Pepa
2447,Shine,Collective Soul,6emdJW80SbDBMuHci8PJJn,Shine,Collective Soul
2448,Said I Loved You...But I Lied,Michael Bolton,2nfMrwg3aRhSAv4HX7IzJL,Said I Loved You...But I Lied,Michael Bolton
2449,Return To Innocence,Enigma,2UKkLqST2xWpK8n1b0Xr5Z,Return To Innocence,Enigma
2450,All I Wanna Do,Sheryl Crow,3ZpQiJ78LKINrW9SQTgbXd,All I Wanna Do,Sheryl Crow
2451,Mmm Mmm Mmm Mmm,Crash Test Dummies,76nvqWPFucUra1xCkN1tnD,Mmm Mmm Mmm Mmm,Crash Test Dummies
2452,Can We Talk,Tevin Campbell,6a5jHgwqYMk9wlYJYfs3c9,Can We Talk,Tevin Campbell
2453,Id Do Anything For Love,Meat Loaf,391CwgcBxvUHmEKda2b5In,I'd Do Anything For Love (But I Won't Do That) - Single Edit,Meat Loaf
2454,Because The Night,"10,000 Maniacs",5VzvK7YiwWbRePA2JOzhYq,Because the Night - Live Unplugged,"10,000 Maniacs"
2455,Come To My Window,Melissa Etheridge,4LmlGaGTEbTGE5VngAbpA3,Come To My Window,Melissa Etheridge
2456,Stroke You Up,Changing Faces,4VcV0t8VN6AZcWTznJOUUN,Stroke You Up,Changing Faces
2457,Im Ready,Tevin Campbell,1eGY6roK1W2vFIhDXu2lXq,I'm Ready,Tevin Campbell
2458,Anytime You Need A Friend,Mariah Carey,0S8xKy1efKy3LvR53qe3Cq,Anytime You Need a Friend,Mariah Carey
2459,Because Of Love,Janet Jackson,40kJxdeSmQieEgTgShXumm,Because Of Love,Janet Jackson
2460,Linger,Cranberries,0gEyKnHvgkrkBM6fbeHdwK,Linger,The Cranberries
2461,Found Out About You,Gin Blossoms,5WmDRnuGYo31xrWNDcYaps,Found Out About You,Gin Blossoms
2462,Gin And Juice,Snoop Doggy Dogg,3xxYvfgBslsAuEIQBGr4Jn,Gin And Juice (feat. Dat Nigga Daz),"Snoop Dogg,Daz Dillinger"
2463,Streets Of Philadelphia,Bruce Springsteen,3fbnbn6A5O5RNb08tlUEgd,Streets of Philadelphia - Single Edit,Bruce Springsteen
2464,Endless Love,Luther Vandross,7IljDTNkQEyy77CcaRbiAj,Endless Love (with Mariah Carey),"Luther Vandross,Mariah Carey"
2465,Understanding,Xscape,4yKbbM56fLCxwR5CTH6QkP,Understanding,Xscape
2466,This D.J.,Warren G,2ImuQo1g14CTR9hZAZD3aQ,This D.J.,"Warren G,O.G.L.B."
2467,Cry For You,Jodeci,3RNvMhYFEwpCgPnDGKR5MB,Cry For You,Jodeci
2468,Keep Ya Head Up,2Pac,0XRbYXQUymj9SJkrr8YK5B,Keep Ya Head Up,2Pac
2469,Your Body's Callin',R. Kelly,4iXZFxEUzTTLMLE5jCyKEb,Your Body's Callin',R. Kelly
2470,Tootsee Roll,69 Boyz,0SAIjVOwxVnO1l9HGvLuOU,Tootsee Roll (Dance Version),69 Boyz
2471,I Can See Clearly Now,Jimmy Cliff,7aJZxI6TVdIvQSuWxQ4rqp,I Can See Clearly Now,Jimmy Cliff
2472,Never Keeping Secrets,Babyface,7L06pF5o819jflseQ4Wde5,Never Keeping Secrets,Babyface
2473,Crazy,Aerosmith,4j2OxbCtGzujB2Kwf5geYu,Crazy,Aerosmith
2474,Just Kickin' It,Xscape,51RvCRzeTqoQgdOBgcpHtT,Just Kickin' It,Xscape
2475,At Your Best,Aaliyah,4lRrk574qIHpoEEKC1zuam,At Your Best (You Are Love),Aaliyah
2476,Rock And Roll Dreams Come Through,Meat Loaf,452fSzvkB2A8FHVI4JKK2S,Rock And Roll Dreams Come Through,Meat Loaf
2477,Amazing,Aerosmith,6beFuzSjwhOKFZp2aqYDdY,Amazing,Aerosmith
2478,Always,Erasure,5QQCp4fQiU9I2FU9FvJVV2,Always,Erasure
2479,Groove Thang,Zhane,5MiIyCJ1DYbWLdwWYzyNcJ,Groove Thang,Zhané
2480,Dreams,Gabrielle,3U0xko5uT0MfOKI3oLnWKv,Dreams,Gabrielle
2481,Mr. Vain,Culture Beat,4ih3dyFZoeTdaeJW9mPbOI,Mr. Vain - Original Radio Edit,Culture Beat
