index,tag
2024,lyricist
2024,michael-jackson
2024,new jack swing
2024,parolier
2024,pop
2024,pop rock
2024,pop soul
2024,r&b
2024,rnb
2024,rock
2024,singer
2024,soul
2024,united states
2024,usa
2025,a cappella
2025,classical
2025,jazz
2025,reggae
2025,smooth jazz
2025,vocal
2025,world
2026,birmingham
2026,british
2026,classic pop and rock
2026,dub
2026,english
2026,pop
2026,pop reggae
2026,reggae
2026,roots reggae
2026,soul and reggae
2026,uk
2027,acoustic rock
2027,american
2027,aor
2027,band
2027,glam metal
2027,hard fm
2027,hard rock
2027,metal
2027,pop and chart
2027,pop rock
2027,rock
2028,american
2028,américain
2028,b7005bb9-fcd9-4d06-8c39-c5ef11275ef1
2028,baroque pop
2028,classic pop and rock
2028,pop
2028,pop rock
2028,pop/rock
2028,psychedelic pop
2028,psychedelic rock
2028,rock
2028,rock and roll
2028,sunshine pop
2028,surf
2028,surf rock
2028,today
2028,usa
2029,adult contemporary
2029,british
2029,classic pop and rock
2029,elton-john
2029,english
2029,glam rock
2029,piano rock
2029,pop
2029,pop rock
2029,pop/rock
2029,rock
2029,singer/songwriter
2029,uk
2030,adult contemporary
2030,blue-eyed soul
2030,british
2030,classic pop and rock
2030,dance-pop
2030,english
2030,pop
2030,uk
2031,adult contemporary
2031,blue-eyed soul
2031,british
2031,classic pop and rock
2031,dance pop
2031,dance-pop
2031,english
2031,pop
2031,pop rock
2031,pop soul
2031,rhythm and blues
2031,rock
2031,smooth jazz
2031,smooth soul
2031,sophisti-pop
2031,uk
2032,alternative rock
2032,australia
2032,australian
2032,australie
2032,australien
2032,classic pop and rock
2032,new wave
2032,pop
2032,pop rock
2032,rock
2033,adult contemporary
2033,american
2033,classic pop and rock
2033,pop
2034,american
2034,aor
2034,classic pop and rock
2034,hard rock
2034,jazz
2034,jazz-rock
2034,pop
2034,pop rock
2034,rock
2034,soft rock
2035,australia
2035,australian
2035,chamber pop
2035,dance-pop
2035,death metal
2035,electronic
2035,electropop
2035,eurodance
2035,europop
2035,hi-nrg
2035,house
2035,neighbours
2035,pop
2035,pop and chart
2036,british
2036,dance-pop
2036,disco
2036,electronic
2036,electropop
2036,english
2036,house
2036,pop
2036,pop and chart
2036,synth pop
2036,synthpop
2036,uk
2037,american
2037,electronic
2037,freestyle
2037,synthpop
2037,techno
2038,adult contemporary
2038,american
2038,club dance
2038,dance-pop
2038,electronic
2038,house
2038,pop
2038,urban
2039,adult contemporary
2039,contemporary r&b
2039,dance
2039,hip hop
2039,house
2039,pop
2039,soul
2040,the unforgettable fire
2041,adult contemporary
2041,classic pop and rock
2041,pop
2041,pop rock
2042,sananda maitreya
2043,american
2043,classic pop and rock
2043,dance-pop
2043,rnb
2043,urban contemporary
2044,american
2044,américain
2044,chanteur
2044,classic pop and rock
2044,composer
2044,compositeur
2044,contemporary r&b
2044,contemporary rnb
2044,cool
2044,dance-pop
2044,disco
2044,funk
2044,lyricist
2044,michael-jackson
2044,new jack swing
2044,parolier
2044,pop
2044,pop rock
2044,pop soul
2044,r&b
2044,rnb
2044,rock
2044,singer
2044,soul
2044,united states
2044,usa
2045,american
2045,classic pop and rock
2045,dance-pop
2045,rnb
2045,urban contemporary
2046,classic pop and rock
2046,fixme
2046,fixme recordings merge
2047,alternative rock
2047,australia
2047,australian
2047,australie
2047,australien
2047,classic pop and rock
2047,new wave
2047,pop
2047,pop rock
2047,rock
2048,american
2048,hip hop rnb and dance hall
2048,pop
2048,rnb
2049,rock and indie
2050,aor
2050,classic pop and rock
2050,hard rock
2050,pop rock
2050,power pop
2050,rock
2050,soft rock
2051,adult contemporary
2051,british
2051,classic pop and rock
2051,elton-john
2051,english
2051,glam rock
2051,piano rock
2051,pop
2051,pop rock
2051,pop/rock
2051,rock
2051,singer/songwriter
2051,uk
2052,blue-eyed soul
2052,dance rock
2053,70s
2053,80s
2053,classic pop and rock
2053,male vocalists
2053,rock
2054,american
2054,rnb
2054,urban
2055,jazz and blues
2056,acoustic
2056,american
2056,américain
2056,blues rock
2056,classic pop and rock
2056,contemporary folk
2056,folk
2056,folk pop
2056,folk rock
2056,singer/songwriter
2056,usa
2057,australian
2057,new wave
2057,pop
2057,rock
2058,classic pop and rock
2059,contemporary r&b
2059,dance-pop
2059,hip hop rnb and dance hall
2059,new jack swing
2059,pop
2059,rnb
2060,british
2060,dance-pop
2060,disco
2060,electronic
2060,electropop
2060,english
2060,house
2060,pop
2060,pop and chart
2060,synth pop
2060,synthpop
2060,uk
2061,aor
2061,classic pop and rock
2061,glam metal
2061,hard rock
2061,jump
2061,pop rock
2061,pop/rock
2061,rock
2061,van halen
2062,blue-eyed soul
2062,pop rock
2062,soft rock
2063,classic pop and rock
2064,70s
2064,80s
2064,classic pop and rock
2064,male vocalists
2064,rock
2065,blue-eyed soul
2065,blues rock
2065,classic pop and rock
2065,pop
2065,pop rock
2065,rock
2065,synthpop
2066,adult contemporary
2066,contemporary r&b
2066,dance-pop
2066,death by drowning
2066,new jack swing
2066,o happy day
2066,pop
2066,pop soul
2066,r&b
2066,soul and reggae
2067,adult contemporary
2067,american
2067,christmas music
2067,conga
2067,cuban
2067,dance
2067,dance-pop
2067,latin freestyle
2067,latin pop
2067,pop
2067,pop and chart
2067,pop rock
2067,rock
2068,adult contemporary
2068,blue-eyed soul
2068,british
2068,classic pop and rock
2068,dance pop
2068,dance-pop
2068,english
2068,pop
2068,pop rock
2068,pop soul
2068,rhythm and blues
2068,rock
2068,smooth jazz
2068,smooth soul
2068,sophisti-pop
2068,uk
2069,american
2069,aor
2069,baroque pop
2069,classic pop and rock
2069,dance
2069,dance-pop
2069,disco
2069,folk
2069,folk pop
2069,pop
2069,pop rock
2069,rnb
2069,rock
2070,alternative rock
2070,australia
2070,australian
2070,australie
2070,australien
2070,classic pop and rock
2070,new wave
2070,pop
2070,pop rock
2070,rock
2071,blue-eyed soul
2071,blues rock
2071,classic pop and rock
2071,pop
2071,pop rock
2071,rock
2071,synthpop
2072,american
2072,classic pop and rock
2072,glam metal
2072,hard rock
2072,metal
2072,rock
2073,adult contemporary
2073,american
2073,club dance
2073,dance-pop
2073,electronic
2073,house
2073,pop
2073,urban
2074,american
2074,aor
2074,classic pop and rock
2074,hard rock
2074,jazz
2074,jazz-rock
2074,pop
2074,pop rock
2074,rock
2074,soft rock
2075,contemporary r&b
2075,dance-pop
2075,hip hop rnb and dance hall
2075,new jack swing
2075,pop
2075,rnb
2076,american
2076,classic pop and rock
2076,glam metal
2076,hard rock
2076,metal
2076,rock
2077,dance-pop
2077,new jack swing
2077,pop
2077,pop and chart
2078,dance
2078,janet jackson escapade
2078,janet-jackson
2078,pop
2078,pop and chart
2078,the queen
2079,dance-pop
2079,new jack swing
2079,pop
2079,pop and chart
2080,classic pop and rock
2081,adult contemporary
2081,american
2081,jazz
2081,quiet storm
2081,rnb
2081,smooth jazz
2081,soul
2081,soul and reggae
2082,adult contemporary
2082,american
2082,classic pop and rock
2082,pop
2083,adult contemporary
2083,american
2083,christmas music
2083,conga
2083,cuban
2083,dance
2083,dance-pop
2083,latin freestyle
2083,latin pop
2083,pop
2083,pop and chart
2083,pop rock
2083,rock
2084,classic pop and rock
2085,80s pop
2085,classic pop and rock
2085,european
2085,pop
2085,pop rock
2085,rock
2085,seen live
2085,swedish
2086,british
2086,classic pop and rock
2086,dance-pop
2086,english
2086,new wave
2086,pop
2086,pop rock
2086,pop soul
2086,sophisti-pop
2086,uk
2087,contemporary r&b
2087,dance-pop
2087,hip hop rnb and dance hall
2087,new jack swing
2087,pop
2087,rnb
2088,adult contemporary
2088,british
2088,classic pop and rock
2088,english
2088,jazz
2088,phil collins hits cd2
2088,pop
2088,pop rock
2088,progressive rock
2088,rock
2088,soft rock
2088,uk
2089,classic pop and rock
2090,80s pop
2090,classic pop and rock
2090,european
2090,pop
2090,pop rock
2090,rock
2090,seen live
2090,swedish
2091,acoustic rock
2091,american
2091,aor
2091,band
2091,glam metal
2091,hard fm
2091,hard rock
2091,metal
2091,pop and chart
2091,pop rock
2091,rock
2092,american
2092,américain
2092,arabic
2092,art pop
2092,chanteur
2092,dance
2092,dance-pop
2092,downtempo
2092,electronic
2092,electropop
2092,greatest hits
2092,multiple ipi
2092,pop
2092,pop and chart
2092,singer
2092,tell me
2092,usa
2093,american
2093,pop
2094,adult contemporary
2094,pop rock
2095,classic pop and rock
2096,dance-pop
2096,new jack swing
2096,pop
2096,pop and chart
2097,acoustic rock
2097,american
2097,classic pop and rock
2097,jangle pop
2097,new wave
2097,paisley underground
2097,pop
2097,pop rock
2097,power pop
2097,rock
2098,classic pop and rock
2098,hip hop
2099,aor
2100,american
2100,aor
2100,baroque pop
2100,classic pop and rock
2100,dance
2100,dance-pop
2100,disco
2100,folk
2100,folk pop
2100,pop
2100,pop rock
2100,rnb
2100,rock
2101,00s
2101,10s
2101,80s
2101,90s
2101,contemporary r&b
2101,dance
2101,dance and electronica
2101,electronic
2101,european
2101,female vocalists
2101,hip hop
2101,pop rap
2101,rap
2101,singer-songwriter
2101,sweden
2101,swedish
2101,usa
2102,adult contemporary
2102,american
2102,club dance
2102,dance-pop
2102,electronic
2102,house
2102,pop
2102,urban
2103,acoustic rock
2103,american
2103,aor
2103,band
2103,glam metal
2103,hard fm
2103,hard rock
2103,metal
2103,pop and chart
2103,pop rock
2103,rock
2104,british
2104,classic pop and rock
2104,dance-pop
2104,english
2104,new wave
2104,pop
2104,pop rock
2104,pop soul
2104,sophisti-pop
2104,uk
2105,adult contemporary
2105,contemporary r&b
2105,country
2105,dance
2105,pop
2106,hip hop
2106,rock and indie
2107,blues rock
2107,glam metal
2107,hard rock
2107,heavy metal
2108,adult contemporary
2108,contemporary r&b
2108,dance
2108,hip hop
2108,house
2108,pop
2108,soul
2109,contemporary r&b
2109,dance-pop
2109,hip hop rnb and dance hall
2109,new jack swing
2109,pop
2109,rnb
2110,american
2110,pop
2111,blues rock
2111,british
2111,easy listening soundtracks and musicals
2111,english
2111,folk rock
2111,pop
2111,pop rock
2111,pop/rock
2111,rock
2111,roots rock
2111,standards
2111,uk
2112,england
2113,american
2113,pop
2114,british
2114,classic pop and rock
2114,english
2114,glam metal
2114,hard rock
2114,heavy metal
2114,metal
2114,nwobhm
2114,pop rock
2114,rock
2114,uk
2115,adult contemporary
2115,american
2115,classic pop and rock
2115,pop
2116,american
2116,américain
2116,arabic
2116,art pop
2116,chanteur
2116,dance
2116,dance-pop
2116,downtempo
2116,electronic
2116,electropop
2116,greatest hits
2116,multiple ipi
2116,pop
2116,pop and chart
2116,singer
2116,tell me
2116,usa
2117,classic pop and rock
2118,art pop
2118,british
2118,classic pop and rock
2118,english
2118,new wave
2118,pop rock
2118,psychedelic pop
2118,sophisti-pop
2118,synthpop
2118,uk
2119,american
2119,américain
2119,arabic
2119,art pop
2119,chanteur
2119,dance
2119,dance-pop
2119,downtempo
2119,electronic
2119,electropop
2119,greatest hits
2119,multiple ipi
2119,pop
2119,pop and chart
2119,singer
2119,tell me
2119,usa
2120,blues rock
2120,psychedelic rock
2121,classic pop and rock
2121,hip hop
2122,acoustic rock
2122,american
2122,classic pop and rock
2122,jangle pop
2122,new wave
2122,paisley underground
2122,pop
2122,pop rock
2122,power pop
2122,rock
2123,jazz and blues
2124,classic pop and rock
2125,acoustic rock
2125,american
2125,band
2125,classic pop and rock
2125,glam metal
2125,hard rock
2125,heavy metal
2125,industrial rock
2125,metal
2125,patience
2125,piano rock
2125,pop rock
2125,pop/rock
2125,rock
2126,rock
2127,american
2127,pop
2128,acoustic rock
2128,american
2128,band
2128,classic pop and rock
2128,glam metal
2128,hard rock
2128,heavy metal
2128,industrial rock
2128,metal
2128,patience
2128,piano rock
2128,pop rock
2128,pop/rock
2128,rock
2129,likedis auto
2130,glam metal
2130,hard rock
2130,metal
2130,punk rock
2130,rock
2131,american
2131,aor
2131,baroque pop
2131,classic pop and rock
2131,dance
2131,dance-pop
2131,disco
2131,folk
2131,folk pop
2131,pop
2131,pop rock
2131,rnb
2131,rock
2132,contemporary r&b
2132,dance-pop
2132,hip hop rnb and dance hall
2132,new jack swing
2132,pop
2132,rnb
2133,american
2133,blues rock
2133,classic pop and rock
2133,classic rock. blues rock
2133,hard rock
2133,heavy metal
2133,medley a b
2133,metal
2133,pop rock
2133,rock
2133,soft rock
2134,acoustic rock
2134,american
2134,aor
2134,band
2134,glam metal
2134,hard fm
2134,hard rock
2134,metal
2134,pop and chart
2134,pop rock
2134,rock
2135,classic pop and rock
2136,acoustic rock
2136,american
2136,band
2136,classic pop and rock
2136,glam metal
2136,hard rock
2136,heavy metal
2136,industrial rock
2136,metal
2136,patience
2136,piano rock
2136,pop rock
2136,pop/rock
2136,rock
2137,adult contemporary
2137,blue-eyed soul
2137,british
2137,classic pop and rock
2137,dance-pop
2137,english
2137,pop
2137,uk
2138,contemporary r&b
2138,new jack swing
2138,pop soul
2138,smooth soul
2139,american
2139,amos lee
2139,classic pop and rock
2139,garage rock
2139,glam rock
2139,hard rock
2139,heavy metal
2139,love's a loaded gun
2139,metal
2139,new wave
2139,pop rock
2139,psychedelic rock
2139,rock
2139,shock rock
2140,american
2140,américain
2140,chanteur
2140,classic pop and rock
2140,composer
2140,compositeur
2140,contemporary r&b
2140,contemporary rnb
2140,cool
2140,dance-pop
2140,disco
2140,funk
2140,lyricist
2140,michael-jackson
2140,new jack swing
2140,parolier
2140,pop
2140,pop rock
2140,pop soul
2140,r&b
2140,rnb
2140,rock
2140,singer
2140,soul
2140,united states
2140,usa
2141,contemporary r&b
2141,dance-pop
2141,hip hop rnb and dance hall
2141,new jack swing
2141,pop
2141,rnb
2142,adult contemporary
2142,folk
2142,pop rock
2142,pop rock country rock
2142,rock
2142,rock and indie
2143,british
2143,english
2143,rock and indie
2143,uk
2144,adult contemporary
2144,american
2144,classic pop and rock
2144,pop
2145,80s pop
2145,classic pop and rock
2145,european
2145,pop
2145,pop rock
2145,rock
2145,seen live
2145,swedish
2146,alternative
2146,alternative rock
2146,folk
2146,ireland
2146,irish
2146,irlandais
2146,irlande
2146,pop
2146,pop and chart
2146,rock
2147,contemporary r&b
2147,hip hop
2147,hip hop rnb and dance hall
2147,new jack swing
2148,american
2148,américain
2148,arabic
2148,art pop
2148,chanteur
2148,dance
2148,dance-pop
2148,downtempo
2148,electronic
2148,electropop
2148,greatest hits
2148,multiple ipi
2148,pop
2148,pop and chart
2148,singer
2148,tell me
2148,usa
2149,american
2149,girl
2149,pop
2149,pop and chart
2149,rnb
2149,whistle register
2150,adult contemporary
2150,british
2150,classic pop and rock
2150,english
2150,jazz
2150,phil collins hits cd2
2150,pop
2150,pop rock
2150,progressive rock
2150,rock
2150,soft rock
2150,uk
2151,hip hop rnb and dance hall
2152,alternative dance
2152,british
2152,classic pop and rock
2152,electronic
2152,england
2152,english
2152,hard rock
2152,new wave
2152,pop rock
2152,punk
2152,rock
2152,uk
2153,relative-cousin
2154,contemporary r&b
2154,hip hop
2154,hip hop rnb and dance hall
2154,new jack swing
2155,american
2155,easy listening soundtracks and musicals
2155,pop
2155,pop rock
2155,rock
2156,belgian
2156,euro house
2156,european
2157,dance-pop
2157,new jack swing
2157,pop
2157,pop and chart
2158,dance
2158,janet jackson escapade
2158,janet-jackson
2158,pop
2158,pop and chart
2158,the queen
2159,aor
2159,classic pop and rock
2159,folk rock
2159,hard rock
2159,pop rock
2159,pop/rock
2159,rock
2159,soft rock
2160,lovers rock
2160,reggae
2160,reggae fusion
2161,aor
2161,canadian
2161,classic pop and rock
2161,pop rock
2161,rock
2162,adult contemporary
2162,american
2162,classic pop and rock
2162,pop
2163,american
2163,classic pop and rock
2163,country
2163,folk
2163,max
2164,blue-eyed soul
2164,british
2164,classic pop and rock
2164,contemporary r&b
2164,dance-pop
2164,english
2164,pop
2164,pop soul
2164,uk
2164,www.lisastansfield.net
2165,you for me
2166,british
2166,english
2166,freestyle
2166,latin freestyle
2166,pop
2166,uk
2167,alternative rock
2167,glam metal
2167,hard rock
2168,adult contemporary
2168,american
2168,club dance
2168,dance-pop
2168,electronic
2168,house
2168,pop
2168,urban
2169,american
2169,classic pop and rock
2169,glam metal
2169,hard rock
2169,metal
2169,rock
2170,american
2170,pop
2171,80s pop
2171,classic pop and rock
2171,european
2171,pop
2171,pop rock
2171,rock
2171,seen live
2171,swedish
2172,american
2172,classic pop and rock
2172,classical
2172,piano rock
2172,pop
2172,pop rock
2172,rock
2172,singer/songwriter
2172,soft rock
2172,this is the time
2173,blues rock
2173,british
2173,easy listening soundtracks and musicals
2173,english
2173,folk rock
2173,pop
2173,pop rock
2173,pop/rock
2173,rock
2173,roots rock
2173,standards
2173,uk
2174,dance
2174,janet jackson escapade
2174,janet-jackson
2174,pop
2174,pop and chart
2174,the queen
2175,adult contemporary
2175,contemporary r&b
2175,dance
2175,hip hop
2175,house
2175,pop
2175,soul
2176,christmas
2176,classic pop and rock
2176,death by heart attack
2176,pop
2176,soul
2177,dance
2177,janet jackson escapade
2177,janet-jackson
2177,pop
2177,pop and chart
2177,the queen
2178,hip hop
2178,hip hop rnb and dance hall
2179,classic pop and rock
2180,hip hop
2180,pop and chart
2181,adult contemporary
2181,american
2181,club dance
2181,dance-pop
2181,electronic
2181,house
2181,pop
2181,urban
2182,dance
2182,janet jackson escapade
2182,janet-jackson
2182,pop
2182,pop and chart
2182,the queen
2183,adult contemporary
2183,blue-eyed soul
2183,british
2183,classic pop and rock
2183,dance pop
2183,dance-pop
2183,english
2183,pop
2183,pop rock
2183,pop soul
2183,rhythm and blues
2183,rock
2183,smooth jazz
2183,smooth soul
2183,sophisti-pop
2183,uk
2184,american
2184,easy listening soundtracks and musicals
2184,pop
2184,pop rock
2184,rock
2185,adult contemporary
2185,british
2185,classic pop and rock
2185,english
2185,jazz
2185,phil collins hits cd2
2185,pop
2185,pop rock
2185,progressive rock
2185,rock
2185,soft rock
2185,uk
2186,hip hop
2186,pop and chart
2187,adult contemporary
2187,british
2187,classic pop and rock
2187,english
2187,jazz
2187,phil collins hits cd2
2187,pop
2187,pop rock
2187,progressive rock
2187,rock
2187,soft rock
2187,uk
2188,christian rock
2188,glam metal
2188,rock
2189,adult contemporary
2189,british
2189,classic pop and rock
2189,english
2189,jazz
2189,phil collins hits cd2
2189,pop
2189,pop rock
2189,progressive rock
2189,rock
2189,soft rock
2189,uk
2190,dance
2190,janet jackson escapade
2190,janet-jackson
2190,pop
2190,pop and chart
2190,the queen
2191,american
2191,blues rock
2191,classic pop and rock
2191,classic rock. blues rock
2191,hard rock
2191,heavy metal
2191,medley a b
2191,metal
2191,pop rock
2191,rock
2191,soft rock
2192,hip hop
2192,rock and indie
2193,adult contemporary
2193,american
2193,club dance
2193,dance-pop
2193,electronic
2193,house
2193,pop
2193,urban
2194,classic pop and rock
2194,heartland rock
2194,pop rock
2194,rock
2194,singer/songwriter
2194,southern rock
2195,american
2195,classic pop and rock
2195,dance-pop
2195,rnb
2195,urban contemporary
2196,alternative dance
2196,alternative rock
2196,barrel
2196,britannique
2196,british
2196,dark wave
2196,downtempo
2196,electronic
2196,electronic rock
2196,electronica
2196,english
2196,new romantic
2196,new wave
2196,post punk
2196,producer
2196,producteur
2196,remix
2196,rock and indie
2196,synth pop
2196,synth-pop
2196,synthpop
2196,uk
2197,blues rock
2197,hard rock
2197,heavy metal
2198,aor
2199,english
2199,pop
2200,american
2200,aor
2200,classic pop and rock
2200,hard rock
2200,jazz
2200,jazz-rock
2200,pop
2200,pop rock
2200,rock
2200,soft rock
2201,blues rock
2201,psychedelic rock
2202,adult contemporary
2202,american
2202,christmas music
2202,conga
2202,cuban
2202,dance
2202,dance-pop
2202,latin freestyle
2202,latin pop
2202,pop
2202,pop and chart
2202,pop rock
2202,rock
2203,alternative metal
2203,alternative rock
2203,classic pop and rock
2203,crossover
2203,experimental
2203,funk metal
2203,funk rock
2203,pop rock
2203,rap metal
2203,rock
2203,usa
2204,american
2204,girl
2204,pop
2204,pop and chart
2204,rnb
2204,whistle register
2205,american
2205,aor
2205,baroque pop
2205,classic pop and rock
2205,dance
2205,dance-pop
2205,disco
2205,folk
2205,folk pop
2205,pop
2205,pop rock
2205,rnb
2205,rock
2206,alternative rock
2206,b-52 s
2206,classic pop and rock
2206,dance-pop
2206,new wave
2206,pop
2206,pop rock
2206,united states
2207,classic pop and rock
2208,american
2208,classic pop and rock
2208,classical
2208,piano rock
2208,pop
2208,pop rock
2208,rock
2208,singer/songwriter
2208,soft rock
2208,this is the time
2209,contemporary r&b
2209,new jack swing
2209,pop soul
2209,smooth soul
2210,00s
2210,70s
2210,80s
2210,90s
2210,blue-eyed soul
2210,british
2210,classic pop and rock
2210,english
2210,male vocalists
2210,pop
2210,pop rock
2210,rock
2210,soft rock
2210,soulful
2210,uk
2211,dance-pop
2211,new jack swing
2211,pop
2211,pop and chart
2212,american
2212,easy listening soundtracks and musicals
2212,pop
2212,pop rock
2212,rock
2213,american
2213,rnb
2213,urban
2214,american
2214,pop
2215,american
2215,blues rock
2215,classic pop and rock
2215,classic rock. blues rock
2215,hard rock
2215,heavy metal
2215,medley a b
2215,metal
2215,pop rock
2215,rock
2215,soft rock
2216,pop
2217,boom bap
2217,east coast hip hop
2217,hip hop
2217,hip hop rnb and dance hall
2217,hip-hop
2217,pop rap
2218,gratuitous heavy metal umlaut
2218,hard rock
2218,rock and indie
2219,british
2219,english
2219,uk
2220,cuban
2220,hip hop
2221,acoustic rock
2221,adult contemporary
2221,album oriented rock
2221,aor
2221,arena rock
2221,british
2221,canadian
2221,hard rock
2221,pop rock
2221,rock
2221,rock and indie
2221,soft rock
2222,dance-pop
2222,hip house
2222,pop and chart
2223,dance-pop
2223,new jack swing
2223,pop
2223,pop and chart
2224,british
2224,english
2224,grebo
2224,rock and indie
2224,uk
2225,acoustic rock
2225,funk metal
2225,glam metal
2225,hard rock
2225,pop and chart
2225,rock
2225,soft rock
2226,likedis auto
2227,contemporary r&b
2227,new jack swing
2227,pop
2227,pop soul
2227,smooth soul
2227,soul
2227,soul and reggae
2228,contemporary r&b
2228,electronic
2228,freestyle
2228,pop
2229,american
2229,girl
2229,pop
2229,pop and chart
2229,rnb
2229,whistle register
2230,adult contemporary
2230,contemporary r&b
2230,dance-pop
2230,death by drowning
2230,new jack swing
2230,o happy day
2230,pop
2230,pop soul
2230,r&b
2230,soul and reggae
2231,classic pop and rock
2231,england
2231,grebo
2232,dance
2232,janet jackson escapade
2232,janet-jackson
2232,pop
2232,pop and chart
2232,the queen
2233,pop and chart
2234,american
2234,américain
2234,arabic
2234,art pop
2234,chanteur
2234,dance
2234,dance-pop
2234,downtempo
2234,electronic
2234,electropop
2234,greatest hits
2234,multiple ipi
2234,pop
2234,pop and chart
2234,singer
2234,tell me
2234,usa
2235,american
2235,girl
2235,pop
2235,pop and chart
2235,rnb
2235,whistle register
2236,80s pop
2236,classic pop and rock
2236,european
2236,pop
2236,pop rock
2236,rock
2236,seen live
2236,swedish
2237,american
2237,girl
2237,pop
2237,pop and chart
2237,rnb
2237,whistle register
2238,adult contemporary
2238,american
2238,classic pop and rock
2238,pop
2239,classic pop and rock
2240,adult contemporary
2240,american
2240,christmas music
2240,conga
2240,cuban
2240,dance
2240,dance-pop
2240,latin freestyle
2240,latin pop
2240,pop
2240,pop and chart
2240,pop rock
2240,rock
2241,american
2241,classic pop and rock
2241,funk rock
2241,funk-rock
2241,hard rock
2241,neo-psychedelia
2241,pop rock
2241,pop soul
2241,psychedelic rock
2241,psychedelic soul
2241,rock
2241,soft rock
2241,soul
2242,dance-pop
2242,hip house
2242,pop and chart
2243,adult contemporary
2243,canadian
2243,christmas music
2243,classic pop and rock
2243,dance-pop
2243,eurovision
2243,eyes on me
2243,french
2243,french pop
2243,pop
2244,dance-pop
2244,new jack swing
2244,pop
2244,pop and chart
2245,adult contemporary
2245,contemporary r&b
2245,dance-pop
2245,death by drowning
2245,new jack swing
2245,o happy day
2245,pop
2245,pop soul
2245,r&b
2245,soul and reggae
2246,glam metal
2246,hard rock
2246,heavy metal
2247,80s pop
2247,classic pop and rock
2247,european
2247,pop
2247,pop rock
2247,rock
2247,seen live
2247,swedish
2248,acoustic rock
2248,funk metal
2248,glam metal
2248,hard rock
2248,pop and chart
2248,rock
2248,soft rock
2249,adult contemporary
2249,american
2249,classic pop and rock
2249,pop
2250,american
2250,easy listening soundtracks and musicals
2250,pop
2250,pop rock
2250,rock
2251,blues rock
2251,british
2251,easy listening soundtracks and musicals
2251,english
2251,folk rock
2251,pop
2251,pop rock
2251,pop/rock
2251,rock
2251,roots rock
2251,standards
2251,uk
2252,pleasure and pain
2252,rock and indie
2253,adult contemporary
2253,blue-eyed soul
2253,blues rock
2253,folk
2253,pop rock
2253,rock
2253,rock and indie
2253,singer/songwriter
2253,soft rock
2254,alternative rock
2254,glam metal
2254,hard rock
2255,hip hop
2255,hip hop rnb and dance hall
2256,acoustic rock
2256,adult contemporary
2256,album oriented rock
2256,aor
2256,arena rock
2256,british
2256,canadian
2256,hard rock
2256,pop rock
2256,rock
2256,rock and indie
2256,soft rock
2257,acid house
2257,ambient
2257,ambient house
2257,british
2257,electronic
2257,english
2257,pop
2257,rock and indie
2257,uk
2258,american
2258,easy listening soundtracks and musicals
2258,pop
2258,pop rock
2258,rock
2259,east coast hip hop
2259,hip hop
2259,rock and indie
2260,american
2260,aor
2260,arena rock
2260,hard rock
2260,pop rock
2260,progressive rock
2260,rock
2260,rock opera
2261,american
2261,girl
2261,pop
2261,pop and chart
2261,rnb
2261,whistle register
2262,adult contemporary
2262,blue-eyed soul
2262,british
2262,classic pop and rock
2262,dance-pop
2262,english
2262,pop
2262,uk
2263,birmingham
2263,british
2263,classic pop and rock
2263,dub
2263,english
2263,pop
2263,pop reggae
2263,reggae
2263,roots reggae
2263,soul and reggae
2263,uk
2264,birmingham
2264,british
2264,classic pop and rock
2264,dub
2264,english
2264,pop
2264,pop reggae
2264,reggae
2264,roots reggae
2264,soul and reggae
2264,uk
2265,blues rock
2265,hard rock
2265,heavy metal
2266,american
2266,rnb
2266,urban
2267,american
2267,ccm
2267,christian
2267,christian rock
2267,pop
2267,rock
2268,american
2268,classic pop and rock
2268,glam metal
2268,hard rock
2268,metal
2268,rock
2269,american
2269,classic pop and rock
2269,pop
2269,pop rock
2269,rock
2269,rock & roll
2269,rockabilly
2269,roots rock
2270,classic pop and rock
2271,american
2271,dance-pop
2271,hip hop rnb and dance hall
2271,pop
2271,rnb
2271,urban
2272,american
2272,heavy metal
2272,metal
2272,progressive metal
2272,rock and indie
2273,classic pop and rock
2273,england
2273,grebo
2274,adult contemporary
2274,country
2274,deep soul
2274,doo-wop
2274,gospel
2274,jazz
2274,new orleans r&b
2274,pop
2274,r&b
2274,soul
2275,alternative rock
2275,australia
2275,australian
2275,australie
2275,australien
2275,classic pop and rock
2275,new wave
2275,pop
2275,pop rock
2275,rock
2276,pop and chart
2277,british
2277,english
2277,pop and chart
2277,uk
2278,hip hop
2278,rock and indie
2279,adult contemporary
2279,blue-eyed soul
2279,british
2279,classic pop and rock
2279,dance pop
2279,dance-pop
2279,english
2279,pop
2279,pop rock
2279,pop soul
2279,rhythm and blues
2279,rock
2279,smooth jazz
2279,smooth soul
2279,sophisti-pop
2279,uk
2280,hip hop
2280,soul and reggae
2281,blues rock
2281,british
2281,easy listening soundtracks and musicals
2281,english
2281,folk rock
2281,pop
2281,pop rock
2281,pop/rock
2281,rock
2281,roots rock
2281,standards
2281,uk
2282,contemporary r&b
2282,new jack swing
2282,pop
2282,pop soul
2282,smooth soul
2282,soul
2282,soul and reggae
2283,american
2283,hip hop
2283,hip-hop
2283,pop and chart
2284,hip hop
2284,hip hop rnb and dance hall
2285,24 nights
2285,acoustic blues
2285,blues
2285,blues rock
2285,british
2285,british blues
2285,clapton
