index,tag
3848,pop rock
3848,rock
3848,rock and indie
3848,united states
3849,a filk artist
3849,dance-pop
3849,electro
3849,electropop
3849,hip hop
3849,hip hop rnb and dance hall
3849,hip house
3849,pop rap
3849,southern hip hop
3850,folk
3850,indie
3851,contemporary r&b
3851,dance
3851,dance-pop
3851,electropop
3851,pop
3851,r&b
3852,8 mile
3852,american
3852,boom bap
3852,comedy rap
3852,detroit hip-hop
3852,hardcore hip hop
3852,hip hop
3852,hip-hop
3852,hiphop
3852,horrorcore
3852,midwest hip-hop
3852,pop and chart
3852,pop rap
3852,rap
3852,rapper
3852,turkish
3852,us
3852,v
3853,a filk artist
3853,american idol
3853,dance-pop
3853,electropop
3853,fixme label mess
3853,pop
3853,pop and chart
3853,pop rock
3853,rock
3853,teen pop
3854,country
3855,barbade
3855,barbadian
3855,barbadien
3855,barbados
3855,contemporary r b
3855,contemporary r&b
3855,dance
3855,dance-pop
3855,dancehall
3855,electro house
3855,electropop
3855,hip hop
3855,pop
3855,pop and chart
3855,pop soul
3855,r&b
3855,reggae
3855,rehab
3855,rnb
3856,contemporary country
3856,country
3856,country pop
3856,country-pop
3856,dance-pop
3856,electropop
3856,female vocals
3856,fixme label mess
3856,pop
3856,pop rock
3856,singer/songwriter
3856,taylor-swift
3856,teen pop
3856,top 40
3857,boy band
3857,dance-pop
3857,folk pop
3857,pop
3857,pop rock
3857,power pop
3858,dance-pop
3858,folk pop
3858,guitarist
3858,pop
3858,pop rap
3858,pop soul
3858,rapper
3858,singer
3858,singer/songwriter
3858,uk
3859,country
3860,american
3860,contemporary country
3860,country
3860,country pop
3861,dance-pop
3861,electro
3861,europop
3861,pop
3862,contemporary r&b
3862,crunk&b
3862,dance
3862,dance-pop
3862,electropop
3862,hip hop
3862,pop
3862,pop and chart
3862,pop rap
3862,r&b
3863,pop and chart
3864,american
3864,contemporary country
3864,country
3864,country pop
3864,rockabilly
3865,country
3866,hip hop
3867,country
3867,pop
3868,bro-country
3869,classic pop and rock
3870,classic pop and rock
3871,country
3872,sort me out
3873,contemporary r&b
3873,hip hop
3873,pop rap
3873,pop soul
3874,"""ur so fail"""
3874,american
3874,américain
3874,bubblegum
3874,california gurls
3874,cute
3874,dance-pop
3874,electropop
3874,fail
3874,failfail
3874,her expression is like shes thinking something dumb
3874,house
3874,katy perry
3874,lame
3874,lolol trap?
3874,megafail
3874,multiple ipi
3874,nope still fail
3874,pop
3874,pop rock
3874,still fail
3874,trap
3874,united states
3874,ur so faaaail
3874,ur so fail
3874,usa
3875,american
3875,américain
3875,soul
3875,soul and reggae
3875,usa
3876,a filk artist
3876,electropop
3876,hip house
3876,hyphy
3876,pop rap
3876,trap rap
3877,folk pop
3877,pop
3877,pop rock
3877,rock
3877,rock and indie
3877,united states
3878,contemporary r&b
3878,dance
3878,dance-pop
3878,electropop
3878,pop
3878,r&b
3879,a filk artist
3879,blue-eyed soul
3879,dance-pop
3879,doo-wop
3879,female vocals
3879,great songs
3879,pop
3879,pop rap
3879,pop soul
3879,top 40
3880,contemporary r&b
3880,dance-pop
3880,electro house
3880,electropop
3880,pop
3880,r&b
3881,alternative r&b
3881,blue-eyed soul
3881,pop
3881,pop soul
3881,synth funk
3882,dance-pop
3882,electro house
3882,electropop
3882,eurodance
3882,global warming meltdown
3882,hip house
3882,hiphop
3882,latin pop
3882,maltido
3882,pitbull
3882,pop rap
3882,southern hip hop
3883,contemporary country
3883,country
3883,country pop
3883,country-pop
3883,dance-pop
3883,electropop
3883,female vocals
3883,fixme label mess
3883,pop
3883,pop rock
3883,singer/songwriter
3883,taylor-swift
3883,teen pop
3883,top 40
3884,afrobeat
3884,hip hop
3884,pop
3884,rhythm and blues
3885,alternative r&b
3885,contemporary r&b
3885,electropop
3885,moombahton
3885,trap
3886,8 mile
3886,american
3886,boom bap
3886,comedy rap
3886,detroit hip-hop
3886,hardcore hip hop
3886,hip hop
3886,hip-hop
3886,hiphop
3886,horrorcore
3886,midwest hip-hop
3886,pop and chart
3886,pop rap
3886,rap
3886,rapper
3886,turkish
3886,us
3886,v
3887,alternative r&b
3887,art pop
3887,indietronica
3887,pop
3887,synthpop
3887,uk garage
3888,classic pop and rock
3889,alternative r&b
3889,art pop
3889,indietronica
3889,pop
3889,synthpop
3889,uk garage
3890,dance-pop
3890,edm
3890,electro house
3890,electropop
3890,funky house
3890,house
3890,progressive house
3890,seen live
3891,alternative rock
3891,indie pop
3891,indietronica
3891,pop rock
3892,boy band
3892,dance-pop
3892,folk pop
3892,pop
3892,pop rock
3892,power pop
3893,australian
3893,chamber pop
3893,dance-pop
3893,downtempo
3893,electropop
3893,indie pop
3893,mbs-333
3893,pop
3893,pop and chart
3894,a filk artist
3894,electropop
3894,hip house
3894,hyphy
3894,pop rap
3894,trap rap
3895,a filk artist
3895,hip-hop
3895,pop
3895,rap
3896,future garage
3896,house
3896,synthpop
3896,uk funky
3896,uk garage
3897,adult contemporary
3897,automod ng
3897,dance
3897,dance-pop
3897,electropop
3897,fixme label mess
3897,funk rock
3897,pop
3897,pop rock
3897,pop/rock
3897,rock
3897,rock and indie
3897,slow pop
3898,folk pop
3898,pop rock
3899,electropop
3899,female vocals
3899,indie pop
3899,pop
3899,top 40
3900,complextro
3900,contemporary r&b
3900,dance
3900,dance and electronica
3900,dance-pop
3900,disco
3900,electro house
3900,electro-disco
3900,electronic
3900,electropop
3900,hip house
3900,house
3900,ibiza trance
3900,nu-disco
3900,progressive house
3900,uk hip hop
3901,ambient house
3901,dance-pop
3901,electroclash
3901,electronic
3901,electropop
3901,pop
3901,pop rock
3901,synth-pop
3901,synthpop
3901,trance
3902,contemporary r&b
3902,dance-pop
3902,electropop
3902,hip hop rnb and dance hall
3902,mbs-333
3902,moombahton
3902,pop
3902,pop rap
3902,r&b
3902,rnb
3903,a filk artist
3903,hip-hop
3903,pop
3903,rap
3904,contemporary r&b
3904,dance-pop
3904,electro house
3904,electropop
3904,pop
3904,r&b
3905,dance
3905,european
3905,pop
3905,pop and chart
3905,spanish
3906,a filk artist
3906,chamber pop
3906,drum and bass
3906,electropop
3906,film soundtrack
3906,pop
3906,synthpop
3907,contemporary r&b
3907,dance
3907,dance-pop
3907,electropop
3907,pop
3907,r&b
3908,dance-pop
3908,dancehall
3908,electronic
3908,house
3908,tech house
3908,uk funky
3909,alternative r&b
3909,contemporary r&b
3909,pop rap
3909,soul
3909,wonky
3910,hip-hop
3910,jerk rap
3910,pop rap
3910,rap
3910,west coast rap
3911,miley-cyrus
3911,pop
3911,rock
3912,boogie
3912,contemporary r&b
3912,dance-pop
3912,disco
3912,electropop
3912,pop
3912,pop and chart
3912,r&b
3912,synth funk
3913,"""ur so fail"""
3913,american
3913,américain
3913,bubblegum
3913,california gurls
3913,cute
3913,dance-pop
3913,electropop
3913,fail
3913,failfail
3913,her expression is like shes thinking something dumb
3913,house
3913,katy perry
3913,lame
3913,lolol trap?
3913,megafail
3913,multiple ipi
3913,nope still fail
3913,pop
3913,pop rock
3913,still fail
3913,trap
3913,united states
3913,ur so faaaail
3913,ur so fail
3913,usa
3914,american
3914,américain
3914,contemporary r&b
3914,hip hop
3914,neo-soul
3914,pop soul
3914,soul
3914,usa
3915,bro-country
3916,alternative rock
3916,ambient pop
3916,britannique
3916,british
3916,britpop
3916,chapel
3916,english
3916,parlophone
3916,piano pop
3916,piano rock
3916,pop
3916,pop rock
3916,pop/rock
3916,rock
3916,rock and indie
3916,uk
3917,dance-pop
3917,folk pop
3917,guitarist
3917,pop
3917,pop rap
3917,pop soul
3917,rapper
3917,singer
3917,singer/songwriter
3917,uk
3918,hip hop
3918,hip hop rnb and dance hall
3918,r&b
3919,dance-pop
3919,folk pop
3919,guitarist
3919,pop
3919,pop rap
3919,pop soul
3919,rapper
3919,singer
3919,singer/songwriter
3919,uk
3920,alternative rock
3920,indie pop
3920,indietronica
3920,pop rock
3921,indie pop
3921,pop rock
3922,dance-pop
3922,edm
3922,electro house
3922,electropop
3922,funky house
3922,house
3922,progressive house
3922,seen live
3923,contemporary r&b
3923,dance
3923,dance-pop
3923,electropop
3923,pop
3923,r&b
3924,adult contemporary
3924,automod ng
3924,dance
3924,dance-pop
3924,electropop
3924,fixme label mess
3924,funk rock
3924,pop
3924,pop rock
3924,pop/rock
3924,rock
3924,rock and indie
3924,slow pop
3925,country
3926,country
3927,bro-country
3928,folk pop
3928,pop
3928,pop rock
3928,rock
3928,rock and indie
3928,united states
3929,country
3930,hip hop
3931,boy band
3931,pop
3932,dance-pop
3932,tropical house
3933,contemporary country
3933,country
3933,country pop
3933,singer/songwriter
3934,classic pop and rock
3935,american
3935,américain
3935,chanteur
3935,classic pop and rock
3935,composer
3935,compositeur
3935,contemporary r&b
3935,contemporary rnb
3935,cool
3935,dance-pop
3935,disco
3935,funk
3935,lyricist
3935,michael-jackson
3935,new jack swing
3935,parolier
3935,pop
3935,pop rock
3935,pop soul
3935,r&b
3935,rnb
3935,rock
3935,singer
3935,soul
3935,united states
3935,usa
3936,country
3937,"""ur so fail"""
3937,american
3937,américain
3937,bubblegum
3937,california gurls
3937,cute
3937,dance-pop
3937,electropop
3937,fail
3937,failfail
3937,her expression is like shes thinking something dumb
3937,house
3937,katy perry
3937,lame
3937,lolol trap?
3937,megafail
3937,multiple ipi
3937,nope still fail
3937,pop
3937,pop rock
3937,still fail
3937,trap
3937,united states
3937,ur so faaaail
3937,ur so fail
3937,usa
3938,country
3938,pop
3939,http://po.st/homeit
3940,hip hop
3940,hip hop rnb and dance hall
3940,r&b
3940,soul
3941,american
3941,américain
3941,dance-pop
3941,edge of glory
3941,electronic
3941,electropop
3941,gata rahe mera dil
3941,pop
3941,pop rock
3941,synthpop
3941,the fame
3941,united states
3941,usa
3942,boy band
3942,pop
3942,pop punk
3942,pop rock
3942,power pop
3943,chopped and screwed
3943,contemporary r&b
3943,gangsta rap
3943,hip hop
3943,hip hop rnb and dance hall
3943,lil wayne
3943,pop rap
3943,r&b
3943,rap
3943,rap rock
3943,southern hip hop
3944,country
3945,hip hop
3946,boy band
3946,pop
3946,pop punk
3946,pop rock
3946,power pop
3947,complextro
3947,dance-pop
3947,electro house
3947,electropop
3947,progressive house
3948,contemporary r&b
3948,dance-pop
3948,electropop
3948,hip hop rnb and dance hall
3948,mbs-333
3948,moombahton
3948,pop
3948,pop rap
3948,r&b
3948,rnb
3949,country
3950,american
3950,contemporary country
3950,country
3950,country pop
3950,rockabilly
3951,miley-cyrus
3951,pop
3951,rock
3952,alternative rock
3952,dance
3952,electropop
3952,english
3952,funk
3952,hip-hop
3952,jazz pop
3952,pop
3952,pop and chart
3952,pop soul
3952,rock
3952,soul
3952,synth funk
3952,united kingdom
3953,dance-pop
3953,folk pop
3953,guitarist
3953,pop
3953,pop rap
3953,pop soul
3953,rapper
3953,singer
3953,singer/songwriter
3953,uk
3954,hip hop
3954,hip hop rnb and dance hall
3954,pop rap
3954,rap
3955,contemporary r&b
3955,pop rap
3955,trap rap
3956,adult contemporary
3956,automod ng
3956,dance
3956,dance-pop
3956,electropop
3956,fixme label mess
3956,funk rock
3956,pop
3956,pop rock
3956,pop/rock
3956,rock
3956,rock and indie
3956,slow pop
3957,indie rock
3957,pop rock
3958,contemporary country
3958,country
3958,country pop
3958,country-pop
3958,dance-pop
3958,electropop
3958,female vocals
3958,fixme label mess
3958,pop
3958,pop rock
3958,singer/songwriter
3958,taylor-swift
3958,teen pop
3958,top 40
3959,pbr&b
3959,r&b
3959,rnb
3960,pbr&b
3960,r&b
3960,rnb
3961,pbr&b
3961,r&b
3961,rnb
3962,a filk artist
3962,chamber pop
3962,drum and bass
3962,electropop
3962,film soundtrack
3962,pop
3962,synthpop
3963,blues
3963,blues rock
3963,chamber pop
3963,indie rock
3963,pop soul
3964,contemporary country
3964,country
3964,country pop
3964,country-pop
3964,dance-pop
3964,electropop
3964,female vocals
3964,fixme label mess
3964,pop
3964,pop rock
3964,singer/songwriter
3964,taylor-swift
3964,teen pop
3964,top 40
3965,art pop
3965,dancehall
3965,downtempo
3965,dub
3965,electro
3965,electronic
3965,electropop
3965,moombahcore
3965,moombahton
3965,pop rap
3965,pop reggae
3965,trap
3966,contemporary r&b
3966,dance
3966,dance-pop
3966,electropop
3966,pop
3966,r&b
3967,contemporary country
3967,country
3967,country pop
3967,country-pop
3967,dance-pop
3967,electropop
3967,female vocals
3967,fixme label mess
3967,pop
3967,pop rock
3967,singer/songwriter
3967,taylor-swift
3967,teen pop
3967,top 40
3968,pop
3969,contemporary r&b
3969,pop rap
3969,trap rap
3970,a filk artist
3970,blue-eyed soul
3970,dance-pop
3970,doo-wop
3970,female vocals
3970,great songs
3970,pop
3970,pop rap
3970,pop soul
3970,top 40
3971,contemporary r&b
3971,dance-pop
3971,electropop
3971,latin pop
3971,pop rap
3971,synthpop
3972,soul and reggae
3973,dance-pop
3973,pop
3974,alternative r&b
3974,blue-eyed soul
3974,pop
3974,pop soul
3974,synth funk
3975,alternative r&b
3975,brostep
3975,contemporary r&b
3975,dance-pop
3975,electro house
3975,electro-disco
3975,electropop
3975,pop
3975,rock
3975,teen pop
3976,a filk artist
3976,blue-eyed soul
3976,dance-pop
3976,doo-wop
3976,female vocals
3976,great songs
3976,pop
3976,pop rap
3976,pop soul
3976,top 40
3977,contemporary country
3977,country
3977,country pop
3977,country-pop
3977,dance-pop
3977,electropop
3977,female vocals
3977,fixme label mess
3977,pop
3977,pop rock
3977,singer/songwriter
3977,taylor-swift
3977,teen pop
3977,top 40
3978,dance
3978,dance and electronica
3978,dance-pop
3978,electro house
3978,electronic
3978,electropop
3978,eurodance
3978,french house
3978,house
3978,progressive house
3978,seen live
3979,a filk artist
3979,dance-pop
3979,electro
3979,electropop
3979,hip hop
3979,hip hop rnb and dance hall
3979,hip house
3979,pop rap
3979,southern hip hop
3980,amazing
3980,black metal
3980,christmas music
3980,contemporary r&b
3980,dance-pop
3980,electropop
3980,gay
3980,pop
3980,teen pop
3980,tropical house
3981,dance-pop
3981,folk pop
3981,guitarist
3981,pop
3981,pop rap
3981,pop soul
3981,rapper
3981,singer
3981,singer/songwriter
3981,uk
3982,folk pop
3982,piano rock
3982,pop
3982,pop rock
3982,pop soul
3982,teen pop
3983,electropop
3983,female vocals
3983,indie pop
3983,pop
3983,top 40
3984,dance-pop
3984,electro house
3984,electropop
3984,eurodance
3984,global warming meltdown
3984,hip house
3984,hiphop
3984,latin pop
3984,maltido
3984,pitbull
3984,pop rap
3984,southern hip hop
3985,contemporary r&b
3986,acoustic rock
3986,alternative rock
3986,emo-pop
3986,hardcore punk
3986,pop and chart
3986,pop punk
3986,pop rock
3986,post-emo
3986,rock
3987,contemporary r&b
3987,pop rap
3987,trap rap
3988,adult contemporary
3988,automod ng
3988,dance
3988,dance-pop
3988,electropop
3988,fixme label mess
3988,funk rock
3988,pop
3988,pop rock
3988,pop/rock
3988,rock
3988,rock and indie
3988,slow pop
3989,pop rap
3990,hip hop
3991,a filk artist
3991,hip-hop
3991,pop
3991,rap
3992,australian
3992,chamber pop
3992,dance-pop
3992,downtempo
3992,electropop
3992,indie pop
3992,mbs-333
3992,pop
3992,pop and chart
3993,pop
3994,alternative rock
3995,hip hop rnb and dance hall
3996,contemporary r&b
3996,dance-pop
3996,electro house
3996,electropop
3996,pop
3996,r&b
3997,contemporary country
3997,country
3997,country pop
3997,country-pop
3997,dance-pop
3997,electropop
3997,female vocals
3997,fixme label mess
3997,pop
3997,pop rock
3997,singer/songwriter
3997,taylor-swift
3997,teen pop
3997,top 40
3998,alternative r&b
3998,blue-eyed soul
3998,pop
3998,pop soul
3998,synth funk
3999,alternative r&b
3999,contemporary r&b
3999,electropop
3999,moombahton
3999,trap
4000,acoustic rock
4000,alternative rock
4000,emo-pop
4000,hardcore punk
4000,pop and chart
4000,pop punk
4000,pop rock
4000,post-emo
4000,rock
4001,alternative r&b
4001,brostep
4001,contemporary r&b
4001,dance-pop
4001,electro house
4001,electro-disco
4001,electropop
4001,pop
4001,rock
4001,teen pop
4002,country
4003,hip hop
4003,hip hop rnb and dance hall
4003,r&b
4004,boy band
4004,dance-pop
4004,folk pop
4004,pop
4004,pop rock
4004,power pop
4005,a filk artist
4005,hip-hop
4005,pop
4005,rap
4006,contemporary r&b
4006,dance-pop
4006,electro house
4006,electropop
4006,pop
4006,r&b
4007,meek mill
4008,hip hop
4009,alternative rock
4009,indie folk
4009,indie pop
4010,a filk artist
4010,blue-eyed soul
4010,dance-pop
4010,doo-wop
4010,female vocals
4010,great songs
4010,pop
4010,pop rap
4010,pop soul
4010,top 40
4011,pop
4011,pop soul
4012,a filk artist
4012,blue-eyed soul
4012,dance-pop
4012,doo-wop
4012,female vocals
4012,great songs
4012,pop
4012,pop rap
4012,pop soul
4012,top 40
4013,electropop
4013,female vocals
4013,indie pop
4013,pop
4013,top 40
4014,american
4014,classical
4014,film composer
4014,score
4014,soundtrack
4015,alternative r&b
4015,blue-eyed soul
4015,pop
4015,pop soul
4015,synth funk
4016,country
4017,pop rap
4018,blues
4018,folk
4018,rock
4019,australian
4019,chamber pop
4019,dance-pop
4019,downtempo
4019,electropop
4019,indie pop
4019,mbs-333
4019,pop
4019,pop and chart
4020,a filk artist
4020,american idol
4020,dance-pop
4020,electropop
4020,fixme label mess
4020,pop
4020,pop and chart
4020,pop rock
4020,rock
4020,teen pop
4021,dance-pop
4021,folk pop
4021,guitarist
4021,pop
4021,pop rap
4021,pop soul
4021,rapper
4021,singer
4021,singer/songwriter
4021,uk
4022,contemporary r&b
4022,dance-pop
4022,pop
4022,pop rock
4022,pop soul
4023,contemporary r&b
4023,electropop
4024,ballad
4024,contemporary r&b
4024,deep house
4024,hip hop
4024,pop
4024,pop rap
4025,dance
4025,hip hop
4025,hip hop rnb and dance hall
4026,boy band
4026,dance-pop
4026,folk pop
