index,artist
3527,Ne-Yo
3528,Owl City
3529,Linkin Park
3530,Daughtry
3531,Beyoncé
3532,Colbie Caillat
3533,Nickelback
3534,Fabolous
3534,The-Dream
3535,Boys Like Girls
3536,Britney Spears
3537,Jason Aldean
3538,Taylor Swift
3539,Rihanna
3540,Green Day
3541,Soulja Boy
3542,The-Dream
3543,Zac Brown Band
3544,Beyoncé
3545,Iyaz
3546,Brad Paisley
3547,Rob Thomas
3548,Jesse McCartney
3548,Ludacris
3549,Britney Spears
3550,Justin Bieber
3551,Lady A
3552,Kelly Clarkson
3553,John Legend
3553,André 3000
3554,Billy Currington
3555,Zac Brown Band
3556,Kelly Clarkson
3557,Michael Franti & Spearhead
3557,Cherine Tanya Anderson
3558,Jim Jones
3558,Ron Browz
3558,Juelz Santana
3559,Maxwell
3560,Kesha
3561,Lady A
3562,Train
3563,Katy Perry
3563,Snoop Dogg
3564,Usher
3564,will.i.am
3565,Eminem
3565,Rihanna
3566,Lady Gaga
3567,Taio Cruz
3568,Taio Cruz
3568,Ludacris
3569,Enrique Iglesias
3569,Pitbull
3570,Jason Derulo
3571,Rihanna
3572,Lady Gaga
3572,Beyoncé
3573,Katy Perry
3574,Bruno Mars
3575,Mike Posner
3575,Gigamesh
3576,Black Eyed Peas
3577,JAY-Z
3577,Alicia Keys
3578,Usher
3578,Pitbull
3579,Travie McCoy
3579,Bruno Mars
3580,Eminem
3581,Iyaz
3582,David Guetta
3582,Akon
3583,The Script
3584,Made famous by Ke$ha
3585,Black Eyed Peas
3586,Owl City
3587,Trey Songz
3587,Fabolous
3588,Lady Gaga
3589,Jason Derulo
3590,Ludacris
3591,Far East Movement
3591,The Cataracs
3591,DEV
3592,Timbaland
3592,Justin Timberlake
3593,Michael Bublé
3594,Flo Rida
3594,David Guetta
3595,Jay Sean
3595,Lil Wayne
3596,Jason Derulo
3597,Justin Bieber
3597,Ludacris
3598,Adam Lambert
3599,Taylor Swift
3600,Rihanna
3601,Kris Allen
3602,Rihanna
3602,Jeezy
3603,JAY-Z
3603,Mr Hudson
3604,Kesha
3604,3OH!3
3605,Trey Songz
3605,Nicki Minaj
3606,Jay Sean
3606,Sean Paul
3606,Lil Jon
3607,OneRepublic
3608,Orianthi
3609,Ludacris
3609,Nicki Minaj
3610,Taylor Swift
3611,Black Eyed Peas
3612,Made famous by Ke$ha
3613,Neon Trees
3614,Maroon 5
3615,Lady Gaga
3616,New Boyz
3616,Ray J
3617,Nicki Minaj
3618,Miley Cyrus
3619,Britney Spears
3620,Boys Like Girls
3620,Taylor Swift
3621,Kelly Clarkson
3622,Black Eyed Peas
3623,OneRepublic
3624,Selena Gomez & The Scene
3625,DJ Khaled
3625,Ludacris
3625,T-Pain
3625,Snoop Dogg
3625,Rick Ross
3626,Kevin Rudolf
3626,Birdman
3626,Jay Sean
3626,Lil Wayne
3627,Sugarland
3628,Usher
3629,Usher
3630,Taylor Swift
3631,Timbaland
3631,Drake
3632,Beyoncé
3633,Kings of Leon
3634,Carrie Underwood
3635,Sean Kingston
3636,Lil Wayne
3636,Drake
3637,Miranda Lambert
3638,Lady A
3639,Sara Bareilles
3640,Daughtry
3641,Jerrod Niemann
3642,LMFAO
3642,Lauren Bennett
3642,GoonRock
3643,Katy Perry
3644,Katy Perry
3644,Kanye West
3645,Pitbull
3645,Ne-Yo
3645,Afrojack
3645,Nayer
3646,Bruno Mars
3647,CeeLo Green
3648,Nicki Minaj
3649,Maroon 5
3649,Christina Aguilera
3650,Black Eyed Peas
3651,Jennifer Lopez
3651,Pitbull
3652,Rihanna
3653,Foster The People
3654,Katy Perry
3655,Bruno Mars
3656,Enrique Iglesias
3656,Ludacris
3656,DJ Frank E
3657,Lady Gaga
3658,Rihanna
3658,Drake
3659,Jeremih
3659,50 Cent
3660,Lil Wayne
3661,OneRepublic
3662,Bruno Mars
3663,Britney Spears
3664,Lupe Fiasco
3665,Lady Gaga
3666,Made famous by Ke$ha
3667,Wiz Khalifa
3668,Keith Hammond
3669,Bad Meets Evil
3669,Bruno Mars
3670,Gym Class Heroes
3670,Adam Levine
3671,Pitbull
3671,T-Pain
3672,Rihanna
3673,Lil Wayne
3673,Cory Gunz
3674,Lady A
3675,Jason Aldean
3676,Taio Cruz
3677,Waka Flocka Flame
3677,Roscoe Dash
3677,Wale
3678,Britney Spears
3679,DJ Khaled
3679,Justin Bieber
3679,Quavo
3679,Chance the Rapper
3679,Lil Wayne
3680,Cobra Starship
3680,Sabi
3681,Nicki Minaj
3681,Drake
3682,Dr. Dre
3682,Eminem
3682,Skylar Grey
3683,Kelly Rowland
3683,Lil Wayne
3684,Christina Perri
3685,Wiz Khalifa
3686,LMFAO
3687,Kanye West
3688,Britney Spears
3689,Usher
3690,Avril Lavigne
3691,Tinie Tempah
3691,Eric Turner
3692,Trey Songz
3692,Nicki Minaj
3693,Usher
3693,Pitbull
3694,The Script
3695,Blake Shelton
3696,Rihanna
3696,Calvin Harris
3697,Keri Hilson
3698,Lady Gaga
3699,David Guetta
3699,Usher
3700,Taylor Swift
3701,Katy Perry
3702,Eli Young Band
3703,Rihanna
3704,Selena Gomez & The Scene
3705,Jake Owen
3706,Zac Brown Band
3706,Jimmy Buffett
3707,DEV
3708,New Boyz
3708,The Cataracs
3708,DEV
3709,Beyoncé
3710,Jason Derulo
3711,David Guetta
3711,Flo Rida
3711,Nicki Minaj
3712,Rodney Atkins
3713,Mike Posner
3714,Jessie J
3714,B.o.B
3715,Blake Shelton
3716,Lil Wayne
3716,Drake
3717,Thompson Square
3718,Neon Trees
3719,Kenny Chesney
3719,Grace Potter
3720,Zac Brown Band
3721,Big Sean
3721,Chris Brown
3722,Gotye
3722,Kimbra
3723,Carly Rae Jepsen
3724,Maroon 5
3724,Wiz Khalifa
3725,Ellie Goulding
3726,Kelly Clarkson
3727,Rihanna
3727,Calvin Harris
3728,Nicki Minaj
3729,One Direction
3730,Flo Rida
3730,Sia
3731,LMFAO
3732,Katy Perry
3733,Flo Rida
3734,Flo Rida
3735,Maroon 5
3736,Train
3737,Rihanna
3738,Neon Trees
3739,David Guetta
3739,Sia
3740,Jason Mraz
3741,Bruno Mars
3742,Justin Bieber
3743,LMFAO
3743,Lauren Bennett
3743,GoonRock
3744,Alex Clare
3745,Katy Perry
3746,Taylor Swift
3747,Justin Bieber
3747,Big Sean
3748,David Guetta
3748,Nicki Minaj
3749,Maroon 5
3749,Christina Aguilera
3750,Owl City
3750,Carly Rae Jepsen
3751,Demi Lovato
3752,Katy Perry
3753,Calvin Harris
3754,Usher
3755,Tyga
3756,Jessie J
3757,Pitbull
3757,Chris Brown
3758,Phillip Phillips
3759,David Guetta
3759,Usher
3760,Gym Class Heroes
3760,Neon Hitch
3761,Luke Bryan
3762,2 Chainz
3762,Drake
3763,Big Sean
3763,Nicki Minaj
3764,Eric Church
3765,Gavin DeGraw
3766,Gym Class Heroes
3766,Adam Levine
3767,Pitbull
3768,J. Cole
3769,Calvin Harris
3769,Ne-Yo
3770,Carrie Underwood
3771,Little Big Town
3772,The Lumineers
3773,Coldplay
3774,Carrie Underwood
3775,Usher
3776,Wiz Khalifa
3777,Nicki Minaj
3778,Kenny Chesney
3779,Trey Songz
3780,Kirko Bangz
3781,Rihanna
3782,Train
3783,Toby Keith
3784,Keith Hagger
3784,Stewart Baxter
3785,T-Pain
3785,Lily Allen
3785,Wiz Khalifa
3786,Christina Perri
3787,Jason Aldean
3788,Rihanna
3789,Havana Brown
3789,Pitbull
3790,Imagine Dragons
3791,Luke Bryan
3792,Rihanna
3793,Lee Brice
3794,Kip Moore
3795,Jason Aldean
3796,Eli Young Band
3797,Linkin Park
3798,Macklemore
3798,Ryan Lewis
3798,Wanz
3799,Robin Thicke
3799,T.I.
3799,Pharrell Williams
3800,Imagine Dragons
3801,Baauer
3802,Macklemore & Ryan Lewis
3803,Justin Timberlake
3804,Bruno Mars
3805,Florida Georgia Line
3806,Katy Perry
3807,Bruno Mars
3808,The Lumineers
3809,Rihanna
3809,Mikky Ekko
3810,Daft Punk
3810,Pharrell Williams
3810,Nile Rodgers
3811,Lorde
3812,Taylor Swift
3813,Miley Cyrus
3814,Miley Cyrus
3815,Avicii
3816,Anna Kendrick
3817,JAY-Z
3817,Justin Timberlake
3818,Zedd
3818,Foxes
3819,AWOLNATION
3820,Swedish House Mafia
3820,John Martin
3821,Rihanna
3822,Icona Pop
3822,Charli XCX
3823,Bruno Mars
3824,Ariana Grande
3824,Mac Miller
3825,Maroon 5
3826,Pitbull
3826,Christina Aguilera
3827,Lady Gaga
3828,Maroon 5
3829,Lil Wayne
3829,Drake
3829,Future
3830,Justin Bieber
3830,Nicki Minaj
3831,Macklemore & Ryan Lewis
3831,Mary Lambert
3832,Calvin Harris
3832,Florence Welch
3833,Lana Del Rey
3833,Cedric Gervais
3834,Phillip Phillips
3835,Imagine Dragons
3836,J. Cole
3836,Miguel
3837,Alicia Keys
3838,Demi Lovato
3839,Maroon 5
3840,Mumford & Sons
3841,Darius Rucker
3842,Calvin Harris
3842,Ellie Goulding
3843,Keith Hagger
3843,Stewart Baxter
3844,Wale
3844,Rihanna
3845,Blake Shelton
3845,Pistol Annies
3846,Phillip Phillips
3847,Imagine Dragons
3848,OneRepublic
3849,Flo Rida
3850,Of Monsters and Men
3851,Jason Derulo
3852,Eminem
3853,Kelly Clarkson
3854,Luke Bryan
3855,Rihanna
3856,Taylor Swift
3857,One Direction
3858,Ed Sheeran
3859,Luke Bryan
3860,Blake Shelton
3861,Olly Murs
3861,Flo Rida
3862,Ciara
3863,The Script
3863,will.i.am
3864,Miranda Lambert
3865,Thomas Rhett
3866,Ace Hood
3866,Future
3866,Rick Ross
3867,Lady A
3868,Florida Georgia Line
3869,Sara Bareilles
3870,Passenger
3871,Randy Houser
3872,2 Chainz
3873,Pharrell Williams
3874,Katy Perry
3874,Juicy J
3875,John Legend
3876,Iggy Azalea
3876,Charli XCX
3877,OneRepublic
3878,Jason Derulo
3878,2 Chainz
3879,Meghan Trainor
3880,Ariana Grande
3880,Iggy Azalea
3881,Sam Smith
3882,Pitbull
3882,Kesha
3883,Taylor Swift
3884,Nico & Vinz
3885,DJ Snake
3885,Lil Jon
3886,Eminem
3886,Rihanna
3887,Lorde
3888,Passenger
3889,Lorde
3890,Avicii
3891,Imagine Dragons
3892,One Direction
3893,Sia
3894,Iggy Azalea
3894,Rita Ora
3895,Jessie J
3895,Ariana Grande
3895,Nicki Minaj
3895,Imanos
3895,Gramercy
3896,Disclosure
3896,Sam Smith
3897,Maroon 5
3898,American Authors
3899,Tove Lo
3900,Calvin Harris
3901,Charli XCX
3902,Beyoncé
3902,JAY-Z
3903,Nicki Minaj
3904,Ariana Grande
3904,Zedd
3905,Enrique Iglesias
3905,Descemer Bueno
3905,Gente De Zona
3906,Ellie Goulding
3907,Jason Derulo
3907,Snoop Dogg
3908,Clean Bandit
3908,Jess Glynne
3909,Jeremih
3909,YG
3910,Kid Ink
3910,Chris Brown
3911,Miley Cyrus
3912,Justin Timberlake
3913,Katy Perry
3914,Aloe Blacc
3915,Florida Georgia Line
3915,Luke Bryan
3916,Coldplay
3917,Ed Sheeran
3917,Justin Bieber
3918,Trey Songz
3919,Ed Sheeran
3920,Imagine Dragons
3921,Echosmith
3922,Avicii
3923,Jason Derulo
3924,Maroon 5
3925,Jason Aldean
3926,Luke Bryan
3927,Florida Georgia Line
3928,OneRepublic
3929,Brantley Gilbert
3930,Becky G
3931,Rixton
3932,Martin Garrix
3933,Kenny Chesney
3934,Sara Bareilles
3935,Michael Jackson
3935,Justin Timberlake
3936,Dierks Bentley
3937,Katy Perry
3938,Lady A
3939,Naughty Boy
3939,Sam Smith
3940,Robin Thicke
3940,T.I.
3940,Pharrell Williams
3941,Lady Gaga
3941,Christina Aguilera
3942,5 Seconds of Summer
3943,Lil Wayne
3943,Drake
3944,Jake Owen
3945,Macklemore
3945,Ryan Lewis
3945,Hollis
3945,ScHoolboy Q
3946,5 Seconds of Summer
3947,Zedd
3947,Hayley Williams
3948,Beyoncé
3949,Lee Brice
3950,Miranda Lambert
3950,Carrie Underwood
3951,Miley Cyrus
3952,Mark Ronson
3952,Bruno Mars
3953,Ed Sheeran
3954,Wiz Khalifa
3954,Charlie Puth
3955,Fetty Wap
3956,Maroon 5
3957,WALK THE MOON
3958,Taylor Swift
3959,The Weeknd
3960,The Weeknd
3961,The Weeknd
3962,Ellie Goulding
3963,Hozier
3964,Taylor Swift
3965,Major Lazer
3965,MØ
3965,DJ Snake
3966,Jason Derulo
3967,Taylor Swift
3968,Rachel Platten
3969,Fetty Wap
3969,Remy Boyz
3970,Meghan Trainor
3971,Fifth Harmony
3971,Kid Ink
3972,Omarion
3972,Chris Brown
3972,Jhené Aiko
3973,Andy Grammer
3974,Sam Smith
3974,Dale Burbeck
3975,Selena Gomez
3975,A$AP Rocky
3976,Meghan Trainor
3977,Taylor Swift
3978,David Guetta
3978,Afrojack
3978,Bebe Rexha
3978,Nicki Minaj
3979,Flo Rida
3979,Sage The Gemini
3979,Lookas
3980,Justin Bieber
3981,Ed Sheeran
3982,Shawn Mendes
3983,Tove Lo
3984,Pitbull
3984,Ne-Yo
3985,Natalie La Rose
3985,Jeremih
3986,Fall Out Boy
3987,Fetty Wap
3987,Monty
3988,Maroon 5
3989,Big Sean
3989,E-40
3990,Rich Homie Quan
3991,Nicki Minaj
3991,Drake
3991,Lil Wayne
3991,Chris Brown
3992,Sia
3993,Demi Lovato
3994,X Ambassadors
3995,Usher
3995,Juicy J
3996,Ariana Grande
3996,The Weeknd
3997,Taylor Swift
3998,Sam Smith
3999,DJ Snake
3999,AlunaGeorge
4000,Fall Out Boy
4001,Selena Gomez
4002,Little Big Town
4003,Trey Songz
4004,One Direction
4005,Nicki Minaj
4005,Drake
4005,Lil Wayne
4006,Ariana Grande
4007,Meek Mill
4007,Chris Brown
4007,Nicki Minaj
4008,Rae Sremmurd
4009,Vance Joy
4010,Meghan Trainor
4011,Charlie Puth
4011,Meghan Trainor
4012,Meghan Trainor
4012,John Legend
4013,Tove Lo
4014,James Newton Howard
4014,Jennifer Lawrence
4015,Sam Smith
4015,John Legend
4016,Luke Bryan
4017,Big Sean
4017,Drake
4018,George Ezra
4019,Sia
4020,Kelly Clarkson
4021,Ed Sheeran
4021,Justin Bieber
4022,Ella Henderson
4023,Alessia Cara
4024,Mr. Probz
4024,Robin Schulz
4025,Ne-Yo
4025,Juicy J
4026,One Direction
4027,Calvin Harris
4027,Disciples
